Total Depth,Central Tank Battery,fluid_gal,fluid_gal_per_ft,propp_lbs,propp_lbs_per_ft,max_treat_press,max_treat_rate,cum_oil_365
19472,123323,2186856,226,3155127,326,9257,32.4,50465
18893,123344,2256828,234,3065613,318,6576,29.8,76743
18995,123345,2231376,232,3090898,321,8844,31,81860
18868,123346,1049328,102,3054496,298,6248,31.2,47485
19587,123347,2336166,232,3062605,304,10166,31.2,45422
18506,123348,2058000,203,1994861,197,8621,63,77831
18972,123349,2098572,219,3105320,325,5680,31,77476
19102,123407,1500178,148,1656000,163,5013,27,111645
18217,123409,1126752,121,1607700,173,5510,26.9,81707
18217,123410,1562736,169,1647440,178,5462,27,100203
14300,223508,1314726,217,1499764,247,7153,28.5,69536
17778,123465,1697682,165,2402980,234,8423,48.4,91537
14335,123466,1591926,271,1550660,264,7026,28.1,31406
18748,123492,2096682,217,3097997,321,5890,31,54878
18190,123504,2267412,211,2527840,235,8554,50.3,96732
17779,223508,896238,93,1528880,159,6861,22.3,76120
17791,223508,716730,74,1001712,104,8112,23.5,67681
18060,222471,20360928,2053,1960420,197,8504,64.5,78368
18266,224103,1003044,100,1398978,140,6594,22.9,66362
13801,224103,727524,128,1032821,183,5489,27.7,39539
18036,224103,1110060,111,1593283,160,6610,33.7,93443
13532,224103,702408,128,1039899,190,5327,35.9,44049
18241,123600,1467060,157,1697860,181,5833,29.2,49281
19287,123601,1666688,182,2100552,229,7201,40.4,41001
18467,123602,1582728,170,1657682,178,5517,25.2,37310
18690,123613,1764084,185,3093250,324,7120,30,83593
19414,123662,2077782,202,3058349,297,6250,31,37877
19162,123663,2089038,149217,3023681,215977,5930,32,36664
18836,123715,2466576,270,2701879,296,9146,54,27684
14031,223717,790734,133,991622,167,5652,21.3,53668
17581,223717,1247988,131,1581597,166,6797,23.1,63293
14124,223717,857514,144,1016661,171,6491,30.5,16667
17710,223717,1097292,114,1329512,138,7942,25.8,47203
18197,223756,2038099,202,2012580,200,8691,57.9,115880
18265,223756,2044872,201,1945453,191,8794,57,79104
18420,123757,2008690,201,1999940,200,9031,55.8,83084
18970,123798,2225160,232,3173060,331,4632,32.6,58634
18530,123808,2315208,235,2424520,246,9995,42.8,84237
18960,123809,1934520,200,3019405,312,5690,30.9,53103
14350,123816,1683738,296,1958202,345,8599,23.6,51415
13628,123827,1162266,183,931480,147,7100,21.2,82458
18310,123828,2428104,256,2309770,244,9580,40.4,77333
18088,224103,1157184,116,1591759,160,6952,27.5,50123
13600,224103,738948,136,1057375,194,5043,26.3,23543
18268,123863,2809254,308,2988075,327,6406,30.4,64839
19141,123864,2419200,249,3142556,324,7830,30.7,33681
18352,123865,2053716,229,2945258,329,7253,31.5,59827
18025,223915,1184862,127,1941205,208,5589,28.2,51445
18195,223915,2098698,221,1977029,209,6625,51.1,44059
18280,123900,2184840,220,2006000,202,8384,61.4,62044
17676,123911,1199456,144,1463572,176,5012,29.2,35466
18011,223915,1285032,137,1580140,168,6959,26.1,63148
17848,223915,1010184,110,991151,108,6613,25.3,56404
14091,221579,771288,130,1035415,175,5359,25.8,36224
14297,221579,712362,116,1007223,165,5159,25.8,40175
18440,124029,1420088,144,1150300,116,6912,11.7,27170
18100,124069,2199372,207,2395090,225,7200,34,67339
14033,224103,784812,133,912000,155,5590,25.9,33742
17669,224103,1205148,126,1606381,168,6730,25.6,42882
14091,224103,798168,135,1008669,170,4349,35.3,29732
18912,124137,1639512,174,2235693,238,6949,19.7,45145
18490,220549,2023728,201,2005620,199,8790,57,95141
17980,124179,2139018,222,2418613,251,8533,43.6,51744
18445,124185,2080617,222,2156000,230,7671,62.5,60707
19045,124192,1438878,145,1626052,164,5386,24.6,49112
18536,220549,1982879,196,2021731,199,8861,56.6,50889
18608,220549,1949288,191,1943500,191,9030,58.6,75067
18948,124216,1698606,174,1687747,173,5806,28.9,36100
17956,223717,1091538,111,2497030,254,6571,31.3,50730
14508,223717,819084,128,1712194,269,5229,28.5,30584
17449,223717,1159494,123,2385155,253,4947,30.1,41259
14089,223717,853356,141,1751988,290,4893,32.9,26780
18418,124280,1707804,183,1524560,163,5863,29.8,42763
19061,124311,2411136,259,2386310,256,6602,33,43054
18990,124317,2073708,59248,3100255,88578,5531,32.3,79801
19074,124340,2163252,235,3154765,342,6144,30.6,78643
18998,124353,1628592,164,1599108,161,7943,30.4,51438
18838,124432,2226798,33739,3050300,46216,5810,31.6,59731
18595,220878,1868580,185,2274100,225,10099,51.4,97466
18600,220878,1948968,191,2003940,197,8708,51,80442
18320,220545,1948716,196,2460464,248,8660,54.2,93359
18525,124480,2700978,288,3138860,335,7759,80.4,56033
18353,124485,3346896,360,3079301,332,8658,42.2,47111
18416,124544,2225013,229,2465840,254,8374,65.8,55143
18265,124587,2776662,293,2848440,301,8291,46.8,64487
14290,124590,1941576,355,2080160,381,8609,24.8,55832
17630,124591,1770426,191,1267660,136,6357,28.9,62425
19265,124593,2141706,19470,3064270,27857,7430,30.5,38691
19150,124594,2046240,209,2979731,304,8079,30.5,42300
17782,219965,980112,107,1579435,173,5202,25.2,63085
18143,219965,1155084,121,1555116,163,6531,25.9,44617
17875,124635,2095170,201,2390899,229,9664,41.8,49495
14265,124636,1874880,269,2060683,295,8461,25.8,23530
19500,124657,2438604,162573,3018970,201264,8070,30.2,35230
19012,124658,2206512,147100,2996317,199754,6230,30.6,29350
18900,124660,2205210,36753,2979040,49650,5971,31.3,48726
18691,124673,2583420,277,3053012,328,6364,38.2,61047
18842,124690,2162958,245,1953020,221,7939,32.2,71630
18912,124691,2154054,218,2536520,257,7522,32,43492
17977,224699,943236,99,1563360,164,5555,25.9,71512
18155,224699,951300,99,1532220,159,5336,25,56070
18280,224699,965496,98,1579760,160,5432,23.3,60895
13200,124732,569058,112,752672,148,6670,10,32023
18503,220545,2111046,210,2449840,243,10250,54.8,69606
18567,220545,2001972,198,2456920,243,8620,51.2,65928
18548,220545,1985629,197,2456960,244,8762,51,67121
18935,124766,1989960,209,3071858,322,6580,30.7,61796
19689,124767,2030952,67698,3082370,102745,7570,32.2,92368
17874,124768,1943214,64773,3064820,102160,6140,30.8,59016
19690,124769,1985718,191,3061628,295,5620,30.7,95319
18876,124776,4363311,440,1684134,169,8331,61.4,89039
18735,124816,2848272,301,2867597,303,7133,30.9,37534
18930,124924,2106006,216,2979390,306,6659,31,29167
18960,224965,2026416,209,2985828,308,6330,31.3,19338
14519,124969,2007978,339,2708240,458,9309,32.6,14777
18215,124999,2067954,223,1818940,196,5768,30,67091
18310,125003,4311777,467,1690858,183,8305,62.8,71655
18810,125016,2049852,210,1928540,197,8000,34.5,56334
13755,125037,2087694,320,2088600,320,7320,25.4,64154
18040,125042,2093784,224,2404920,258,8013,41,67371
18697,125096,2718492,308,2908407,330,8072,39.5,74901
18610,125171,2107308,222,1921260,203,7849,36.1,69973
18202,225223,1202880,128,2519880,268,5615,29.7,56918
17701,225223,1193892,133,2448280,272,7438,31.7,59084
19280,125263,2018184,203,2555739,257,8386,30.7,55629
13840,125272,1986600,373,2130148,400,7942,30,41302
18240,125276,2152836,197,2323490,212,5702,41.2,64006
18913,222483,943362,90,1575140,151,5273,25.5,62310
18060,222483,908250,94,1548871,161,4466,32.2,64492
17839,222483,904428,96,1562020,166,6457,28.2,84112
13710,125373,2011926,377,1864740,350,8409,30.1,55514
18475,225223,1206744,124,2528820,261,5156,29.2,48687
19397,225223,1194606,110,2487640,229,5679,29.3,48403
18404,125451,2030028,214,1921120,203,7870,36.1,74213
17779,125489,1267224,123,1327420,128,7642,27.8,38719
18440,125497,1992472,214,1926500,207,9086,41.4,48464
18567,125531,1908955,193,2449800,248,8744,51.4,102436
18965,223217,1921416,192,2263980,226,11002,51.2,92316
18335,125614,2985444,316,2733170,289,8847,45.4,43745
18175,125627,1966482,98324,3081816,154090,5225,31,74185
18736,225634,940464,92,1551626,152,4079,23.1,33314
18308,225634,926940,94,1563804,159,6732,26.6,28381
18556,225634,2143302,215,1947543,196,6753,57.3,40528
15901,225634,1751190,245,1636382,229,6485,52.9,32997
18432,225634,2122848,213,1957540,196,6561,53.2,79234
17909,225634,2074338,220,1989039,211,6469,51.6,47673
18165,125664,2993886,311,2596000,270,6203,50.7,56792
17839,125666,2672628,315,2757662,325,5531,30.4,59960
19183,125667,2730756,281,3126165,322,4549,30.9,56082
18888,125668,3025008,296,2389700,234,8634,45.1,62109
18748,125690,2011506,100575,3069800,153490,4807,31.5,61838
19675,125705,3195822,443,2631482,365,6213,31.9,34845
19043,125706,4100712,479,3283817,383,8408,51.5,51400
18535,125713,2945376,311,2868744,303,5713,56.1,57207
18575,125714,2957178,315,2745910,293,6892,49.6,46854
18217,125715,3052644,337,30013060,3318,7460,45.8,58767
18485,125716,3348702,358,2978400,318,8716,66.4,59162
18615,125762,3587178,376,5630369,591,6463,42.5,60813
19477,125778,2934162,296,2624021,265,6984,37.4,53044
14415,125810,990570,171,933514,161,7569,31,20622
13566,125901,636468,118,1005089,186,7035,15,27085
18480,125933,3087294,330,2911550,311,7185,65.8,45624
18525,125935,796530,374,661370,310,6915,55,31370
18886,125941,2076732,208,3033875,305,6779,32.7,113791
18941,125943,2059974,211,3049402,312,4974,31.2,60569
14835,125954,1017282,182,942460,168,6927,30.1,27036
18176,223915,1689720.528,193.8218703,1342899.152,159.2480322,7829.32084,8.245661544,19211
19000,126142,308796,30,2598667,258,7375,45,69767
18000,126197,2047374,208,2404500,244,9864,41.4,64030
18610,126229,2006605,200,2289872,229,9290,50.9,75269
18664,126256,2614794,280,2968760,319,4307,25.7,61596
19215,126259,3106572,315,2502620,253,5319,30.8,88943
13657,126339,1070118,190,942400,167,6135,23,27675
20210,116327,872256,96,2525840,278,8276,52.3,89908
19970,116764,826434,89,2236180,242,8354,48.4,67082
20270,216811,1034616.522,123.0444168,2360341.903,281.0619349,8282.365393,32.17618671,53371
20813,416647,751238.4813,222.5500119,1417880.293,394.6333651,7967.886878,38.99759467,124385
20548,117372,761940,82,472920,51,9350,50,52357
20503,117398,772880,89,402360,46,9300,50,114122
20940,117403,1794282,198,1941735,215,8078,42.4,63650
19740,218343,1644426,184,1200812,134,9453,59.8,60936
19961,117448,2161026,240,1365470,152,7110,62,72005
20492,117468,945630,100,2488820,264,7977,34.9,58541
20080,117525,1535184,168,1403404,153,7015,48,70833
20570,223213,1407356,148,2079840,218,9350,50,86328
20960,117560,1514694,163,2036160,219,9350,50,55001
21017,117577,1548750,166,2002750,214,8450,35.8,59448
21056,117585,2119278,230,2130413,231,8060,46.8,79753
20885,117600,6000,0,2069980,260,7254,42,77070
20858,117746,1784328,206,2214209,256,8880,40.7,106650
20073,117753,1654716,182,2156440,238,6618,30.9,88194
20623,416647,360930.3959,161.4424013,472839.1065,196.5208221,7494.790698,38.65278529,115909
17143,117764,1759254,283,1997394,322,7300,43.3,52873
19873,117784,694050,80,735416,84,8312,34.8,32282
19414,117804,1775130,208,1614420,189,6485,35.7,63044
20434,117818,1871562,206,1877314,207,7200,46.1,63862
20095,217865,1011234,115,1921070,220,8524,31,30499
14977,117880,886998,228,134520,34,6775,52,78595
20517,117884,1500707,160,1991115,212,8500,50,95079
20337,217891,1083054,121,2573580,288,8061,28.7,76039
14691,117899,1887396,542,649201,186,9800,56,85690
20904,117903,1058946,113,2546780,272,8016,33.6,31594
15211,117920,1549086,369,1763672,420,9149,44,109444
20520,217942,990108,98,2569860,256,7638,31,77563
19677,117961,2323734,259,2563928,285,7949,38,50394
20502,117971,901254.4513,99.23119762,1393372.332,154.6183833,7130.530382,66.05458205,32220
20050,117976,261072,146,272700,153,6465,33.4,39610
20025,117984,2212392,235,3763302,400,6758,36,26591
15022,118017,1618680,395,1774852,433,8966,43.6,119728
15760,118022,748146,221,605249,178,6976,40.5,65288
19894,118032,958841,118,2214213,274,8240,46,68303
20228,218035,864864,102,613900,72,9887,42,30390
19990,118044,234612,79,130300,44,5935,40.8,74560
19240,118051,1843044,237,2268087,291,7087,40.3,110894
20360,218343,2357964,249,1501675,159,7624,48.7,115913
20575,118094,1829982,204,1444556,161,9495,60,83649
14900,118103,1236732,337,1476280,402,8724,36.1,86457
15919,118107,1074990,307,1058395,302,7570,45.4,55719
20563,118206,1996050,221,1809536,200,6821,32,43534
19561,118222,2025240,250,3334968,412,8073,36.4,79884
19289,118234,1481298,180,656936,80,6970,69,31727
15054,218261,0,0,1352006,407,6560,40,77369
20556,118272,2463300,264,1291680,138,6904,49.1,42029
20850,118275,1457916,156,1889895,203,8600,50,219571
15627,218261,0,0,1794251,424,6321,39.5,111824
20375,118300,1317456,140,1441836,153,7280,47.4,90334
20425,118313,2100966,258,1503208,185,9274,41,112332
19930,118322,2198726,248,3340438,377,9029,6594,149470
19679,118332,1704822,193,1995531,226,7500,40,93897
20626,118334,1510194,182,1633364,197,9183,45.3,73044
19970,118335,1510530,171,1378618,156,9680,46,60058
20442,118341,3017612.173,344.2867408,2751134.215,313.2867408,8693.621096,35.91408316,286959
20253,218343,114954,12,71772,7,6670,24,120253
15770,118344,1436820,363,1761745,446,9624,38,82944
20560,118351,1443461,142,1928550,190,8500,50,121724
20010,218343,2014824,218,1187125,128,7515,48,140475
14910,218355,1597218,396,1757315,436,8280,53.8,76806
20517,218358,1563954,171,1297386,142,9716,48,68082
20218,218343,2311302,257,1271949,141,7750,50,78748
20580,118367,2008188,216,1697458,183,9240,37,63949
22411,118381,1050000,113,869595,93,8812,56,82742
19884,118382,977970,111,1845002,210,6358,101.5,33932
23468,118383,967680,102,954923,100,8926,40,87569
20181,118384,1501668,163,1384240,150,6539,69.75,55429
20332,118385,985614,101,2647240,273,7062,38.6,34198
19825,118395,2279886,253,1212147,134,7250,46,112594
15440,118396,728616,159,812572,178,7342,39.5,86338
20880,218343,2740794,273,1627924,162,7500,47.7,147885
20350,218343,2200296,244,1439803,160,8637,49,124096
19867,218343,2680818,311,1414500,164,7625,50,225952
16279,218122,19750,4,2540000,542,9300,32,7217
20911,118450,1842498,231,2257119,283,8900,44.7,73281
20228,118453,1950312,231,2070982,245,7100,51.6,126864
15405,118455,1205778,307,1336658,340,6058,34.4,80750
20273,118458,2679600,295,21137080,2330,9290,42,110138
19678,118486,967848,105,2584000,280,8138,51,17467
20090,118488,711249,75.5,1217981,130.5,8202.5,67.4,23896
15575,218122,1113000,231,1800000,374,10000,40,71750
21435,118513,1915116,197,2225798,229,8500,40.9,50546
21483,118515,1895082,194,2219542,227,8500,40.7,50858
20975,218517,2724256.891,349.562966,3036301.077,388.4378625,8427,36.8,223445
20310,118523,2265942,252,2279997,253,7086,60,113998
20605,118545,2143566,273,2132312,272,9630,40.1,179370
20829,118546,2025009,239,2405697,284,9500,35,246512
15266,118560,1549086,363,1779176,417,8753,42,144121
20834,118576,195298.7975,209.2522154,252973.3583,271.4910248,7452.774369,42.70920245,177197
19870,118588,1131354,125,1774440,197,6125,100.2,51041
20770,118591,943530,95,2392000,242,7118,46.9,54752
19944,218343,2037336,234,778468,89,7298,41,62991
20940,218343,931602,97,1265460,132,9100,56.4,146662
19738,118615,869809.7626,277.9841154,1462864.163,433.4696001,8333.624247,44.95293044,138749
20564,118627,1094772,111,967424,98,8791,40.4,102827
20325,118636,1592262,184,1679674,194,8500,40,73691
21356,118637,667444.643,221.7418695,652198.1342,220.2839621,9562.625906,31.56879762,74789
20247,218640,1736742,195,1360072,153,9077,54,72067
20580,218656,1633590,282,2090312,361,9795,35,163100
19540,218665,2331810,258,3499662,387,7124,32.2,106574
19710,218665,2034093,224,2825043,311,8144,30.2,81734
20880,118673,1956948,208,2110396,225,8500,42.7,72608
20935,118675,1121174.588,176.6578438,1893935.408,310.1927695,8518.593932,37.56516462,123764
21071,118679,1740900,186,2065254,221,8500,40.8,73149
20725,118681,1153425,119,1053080,109,6792,58.4,33856
20014,218682,1769922,198,2985100,334,7541,32.9,99813
21018,118687,319915.2403,233.6644295,419129.5705,304.7496644,7083.130201,49.48436242,143960
19695,118694,882630,98,2469040,276,7678,47,64802
19825,218656,976710,191,1095890,214,9300,35,170745
20905,118718,2492994,282,2353878,266,9270,45,121118
20372,118722,2626176,291,1311909,145,7445,50,56098
15449,118725,950124,236,1138667,283,9116,45,120740
14710,118729,798294,202,928599,235,7209,40.3,91072
20080,118736,932064,99,2528560,270,7455,50,67629
21690,118747,1943256,193,2273369,226,7974,40.9,80798
21325,118748,1905960,198,2212059,230,7788,42.1,77364
20308,118752,2245618,271,2412897,291,7612,33,187839
20487,118753,2889751,310,3627228,389,8476,31,212380
20983,118755,176652,19,2227196,248,9300,44.2,81028
20716,118769,1802304,189,2222700,233,8000,41.9,102849
20232,218343,2320500,261,2189158,246,7446,31,62483
20109,218343,2163714,246,2029730,231,7422,26.9,71967
20011,118790,1433333,156,2973992,324,9824,39,173361
20908,118795,1840146,208,2181821,247,7945,41.6,102326
21100,118797,2719584,285,2677370,281,8712,49,118090
19990,118809,942719,109,2807153,326,9372,40.9,168315
19648,118810,1294146,156,2559400,308,9327,40,151859
20507,218343,1619646,171,1690607,179,7282,43.4,151692
20500,218343,1674856.897,267.6637168,909500,191.2477876,8364.964602,46.32094395,238593
21167,118836,1811838,190,2035369,214,8400,32.7,63245
20368,118842,802788,84,629040,65,7245,85.7,33394
20483,118846,2743104,304,2337400,259,7500,48.9,93222
20523,118847,2367540,278,1313210,154,6648,44.4,31980
20970,118858,1958376,210,2235645,240,8175,41.6,168338
22065,118859,1741362,180,1935913,200,8145,41.7,230797
21145,118860,2064006,219,2197063,234,8375,33.8,108566
22067,118861,1991850,195,2291760,225,8500,40.9,255457
19922,118892,1021566,120,624020,73,8488,57.8,41568
21550,118968,2973726,304,2611608,267,8938,39.8,114442
20529,118969,2436966,269,2415060,267,9001,39.1,106106
20281,118975,2642598,334,2371800,300,19788,40.4,109764
20354,218977,3161592,347,3268411,359,8873,34.3,194203
19979,118985,1815450,205,1181421,133,7290,39,73618
20550,118987,3693312,451,4134385,505,9032,36.1,38996
20240,218988,2690268,305,2907665,330,10065,37.2,169756
20215,218988,549192,63,504274,58,8341,30.9,90947
20660,118993,1013628,105,2656420,276,8124,31.9,64835
19948,118996,418287.9472,220.1187045,561064.6774,313.6515908,8181.841061,33.64354401,112746
20900,219011,2158968,229,2481674,264,8478,41.1,103990
21690,219011,1925532,220,2264647,259,8311,41,110413
21115,219011,1915242,201,2512432,264,8327,41,61030
21890,219011,1959300,188,2300922,221,8434,42.5,72044
21422,119020,2166612,214,1593380,157,8500,40.5,56244
20801,119021,1967994,205,2263060,236,7861,41.8,80773
21405,119022,2193744,217,2369538,234,8110,42,113473
20936,119023,2071188,216,2218357,232,8460,43.9,69106
20266,218343,2489676,263,1707300,180,7868,46,42139
21156,119043,522659.5177,190.2876051,780594.9542,219.1440783,7932.370192,48.99164484,49605
22245,119072,229740,227,201746,200,8916,54,18056
20890,119073,2053128,213,2241200,233,8951,53,72356
21532,119093,2902704,314,2790672,301,8900,46.6,138532
20219,119116,951132,100,2645420,280,8250,47.1,52245
21132,119146,2714418,296,2662444,290,9408,37.5,91355
20064,119148,3007536,342,2734677,311,8840,35.5,65853
21170,119156,1963374,203,2377135,246,8450,41.7,110064
21016,119168,2137044,227,2572886,273,8400,39.7,95041
20364,119171,3049452,334,2523067,277,7871,44.6,55963
20763,218343,2865476,310,2200700,238,8197,45.7,90602
20500,119180,1171170,129,1444352,160,6754,49.4,132309
20632,119184,219082.9399,235.3427347,380966.82,420.9987557,7977.750864,44.79034979,123876
21981,119185,1591884,167,2219330,233,8891,58,101906
23798,119187,2091222,200,2571120,246,9028,57,60022
19990,119206,3168648,345,1335578,145,7250,47.3,64644
19131,119246,2151744,274,2728669,347,9015,34.7,231732
20635,119263,3513426,460,4070716,533,8600,38.3,151238
20262,119269,2148804,236,2494854,274,9000,37,90751
20205,119284,945336,109,2367000,273,8175,34.9,62725
20227,223394,2146830,229,2521911,270,8316,61,65323
21271,119293,2256408,238,2545880,269,8366,66,103687
20447,119304,600501.7737,98.4036558,913145.3825,159.2594694,9020.159298,22.13253266,17352
21400,119340,2201262,216,2572414,252,8022,41.6,61421
20720,119374,1024212,100,2652460,260,8540,50.8,62549
