DEPTH,VP,VS,RHO_OLD,GR,NPHI,RHO,SW,SWX,VPVS,IP,IS,VSH,RHOm, RHOfluid,PHI,LFC
2166.4148,2117.2,957.5,2.0671,88.1691,0.4409,2.19993600000004,0.551151674327012,0.900820748522684,2.21117493472585,4657.70449920009,2106.43872000004,0.451537879449674,2.72224606071195,0.950857019041374,0.294859033461854,0.0
2166.5671,2172.2,983.2,2.0675,84.7658,0.4457,2.12857999999995,0.445178243774538,0.794127129750969,2.2093165174939,4623.70147599988,2092.81985599995,0.412927240734207,2.71606835851747,0.918005255570107,0.326734004804683,0.0
2166.7195,2267.5,983.2,2.0648,76.5797,0.4196,2.09283499999988,0.353131976362334,0.770680892974392,2.30624491456469,4745.50336249972,2057.67537199988,0.32005545464756,2.70120887274361,0.889470912672323,0.335795731033751,0.0
2166.8721,2333.0,1057.5,2.0551,72.296,0.4074,2.04851100000001,0.265031496062954,0.765828740157472,2.20614657210402,4779.17616300002,2166.30038250001,0.271456626138335,2.69343306018213,0.862159763779516,0.35217138886316,0.0
2167.0244,2452.9,1145.8,2.037,64.0568,0.3821,2.037,0.221552856204897,0.751552856204897,2.14077500436376,4996.5573,2333.9946,0.177982417427826,2.67847718678845,0.848681385423518,0.350573100184153,0.0
2167.1768,2581.0,1231.2,2.0368,62.3602,0.3544,2.036616,0.207115989515056,0.730707077326293,2.09632878492528,5256.505896,2507.4816192,0.158734390617183,2.67539750249875,0.844205956749667,0.348833798398433,0.0
2167.3291,2619.6,1236.1,2.0365,61.7136,0.3412,2.03745499999999,0.200362204724408,0.716102362204735,2.11924601569452,5337.31711799997,2518.49812549999,0.151398675577832,2.67422378809245,0.842112283464566,0.347560061974392,0.0
2167.4817,2626.4,1242.5,2.0409,64.6872,0.3543,2.04385949999999,0.197397898883783,0.741098489822708,2.11380281690141,5367.99259079998,2539.49542874999,0.185134342514133,2.67962149480226,0.841193348653973,0.345818244860024,0.0
2167.634,2744.9,1242.5,2.0483,64.3358,0.3505,2.05072000000001,0.194640840446487,0.759144451739995,2.20917505030181,5629.02132800003,2548.01960000001,0.181147688841341,2.67898363021461,0.840338660538411,0.34169926254183,0.0
2167.7864,2933.0,1306.7,2.0557,63.7912,0.3459,2.056864,0.194718217562259,0.737845347313222,2.24458559730619,6032.782112,2687.7041888,0.17496916980263,2.67799506716842,0.8403626474443,0.338006154278487,0.0
2167.9387,3419.8,1351.1,2.0578,64.5537,0.3206,2.06264400000001,0.192637795275592,0.752059055118122,2.53112278883872,7053.82995120004,2786.83830840002,0.183619777160354,2.67937916434566,0.839717716535434,0.33524383797886,0.0
2168.0913,2754.7,1387.5,2.0704,64.1116,0.3155,2.07684750000001,0.195281680892973,0.769165462902164,1.98536936936937,5721.09180825003,2881.62590625001,0.178604126651699,2.67857666026427,0.840537321076822,0.327375561249016,0.0
2168.2437,2801.0,1415.0,2.0854,63.328,0.311,2.08980700000001,0.200887795275578,0.782171259842502,1.97950530035336,5853.54940700003,2957.07690500002,0.169714138552666,2.67715426216843,0.842275216535429,0.320101351403133,0.0
2168.396,2801.7,1422.8,2.1068,62.1418,0.3107,2.10656000000001,0.208281680892977,0.79324294156271,1.9691453472027,5901.94915200003,2997.21356800002,0.156256629768754,2.675001060763,0.844567321076823,0.310549925101603,0.0
2168.5483,2816.4,1422.8,2.1168,61.77,0.3295,2.125211,0.213238532110095,0.810471821756241,1.97947708743323,5985.44426039999,3023.75021079999,0.152038536895833,2.67432616590333,0.846103944954129,0.300354715970054,0.0
2168.7007,2846.7,1427.3,2.1336,63.1566,0.3275,2.132993,0.218,0.83827642810243,1.99446507391578,6071.9911731,3044.4209089,0.167769595469237,2.67684313527508,0.84758,0.297305578835324,0.0
2168.8533,2799.5,1429.6,2.1319,63.3647,0.3315,2.133599,0.218962598425202,0.847738188976412,1.95824006715165,5973.01040050001,3050.1931304,0.170130502211719,2.67722088035387,0.847878405511813,0.29716791023551,0.0
2169.0056,2754.8,1429.2,2.1378,62.9153,0.3108,2.138056,0.221320420223243,0.870971766250814,1.9275118947663,5889.9166688,3055.7096352,0.165032032773606,2.67640512524378,0.848609330269205,0.294534611975769,0.0
2169.158,2820.5,1418.4,2.1394,62.9637,0.3071,2.13871,0.222320445609435,0.899933813892491,1.98850817822899,6032.231555,3033.546264,0.165581133620968,2.67649298137935,0.848919338138925,0.294260635333865,0.0
2169.3103,2852.1,1418.4,2.138,62.9447,0.3043,2.137382,0.225870078740163,0.932161417322857,2.01078680203046,6096.02720220001,3031.66262880001,0.165365577503202,2.67645849240051,0.850019724409451,0.295151691832215,0.0
2169.4629,2784.9,1492.9,2.1322,64.9777,0.3002,2.130113,0.237767564018381,0.944464871963239,1.86542970058276,5932.1516937,3180.0456977,0.188430082104191,2.68014881313667,0.853707944845698,0.301151722284525,0.0
2169.6152,2812.7,1405.1,2.1259,63.4439,0.3141,2.12660800000001,0.253842519685043,0.906551181102349,2.00177923279482,5981.51032160003,2988.09690080002,0.17102903087104,2.67736464493937,0.858691181102363,0.302834266783317,0.0
2169.7676,2781.0,1461.4,2.1301,63.6239,0.302,2.129662,0.261679999999999,0.883760000000015,1.90296975502942,5922.590022,3112.2880468,0.173071141460404,2.67769138263367,0.8611208,0.301683506202733,0.0
2169.9199,2827.6,1480.0,2.1286,62.6098,0.3078,2.128801,0.256854330708666,0.903015748031489,1.91054054054054,6019.39770760001,3150.62548,0.161566117301101,2.67585057876818,0.859624842519686,0.301201314269521,0.0
2170.0725,2884.1,1541.5,2.1285,62.1296,0.3018,2.1269125,0.244154957321068,0.905824031516716,1.87096983457671,6134.22834124999,3278.63561874999,0.15611822005103,2.67497891520816,0.855688036769531,0.301252769253994,0.0
2170.2249,2823.5,1541.5,2.1251,62.992,0.3084,2.12724100000002,0.23439566929133,0.874866141732257,1.83165747648394,6006.26496350006,3279.14200150004,0.165902198785852,2.67654435180574,0.852662657480312,0.301172687633601,0.0
2170.3772,2828.5,1537.1,2.1342,63.8347,0.3069,2.13708799999999,0.223630334865402,0.862397898883783,1.84015353587925,6044.75340799998,3284.91796479999,0.175462679861726,2.67807402877788,0.849325403808275,0.295823067966423,0.0
2170.5295,2812.4,1514.7,2.1424,65.507,0.3004,2.141115,0.208639580602884,0.866355176933168,1.8567373077177,6021.67182599999,3243.1468905,0.194435021742805,2.68110960347885,0.844678269986894,0.294045627315702,0.0
2170.6819,2798.0,1493.8,2.1388,66.3031,0.2969,2.1361335,0.210638214051215,0.87817071569271,1.87307537823002,5976.901533,3190.9562223,0.203466823077211,2.68255469169235,0.845297846355877,0.297411433289439,0.0
2170.8345,2798.3,1498.5,2.1319,64.2555,0.3012,2.12475500000005,0.209753937007883,0.861336614173265,1.8674007340674,5945.70191650013,3183.94536750007,0.180236680617307,2.67883786889877,0.845023720472444,0.302147777283868,0.0
2170.9868,2835.8,1498.5,2.1109,64.8984,0.3046,2.10579199999999,0.205640840446489,0.841397898883778,1.89242575909243,5971.60495359998,3155.52931199999,0.187530418938987,2.68000486703024,0.843748660538411,0.312708469003506,0.0
2171.1392,2847.3,1475.1,2.0992,64.239,0.3055,2.09703999999999,0.205718217562251,0.845370249017056,1.93024201749034,5970.90199199997,3093.34370399999,0.180049487146616,2.67880791794346,0.843772647444298,0.317033643601421,0.0
2171.2915,2853.8,1506.4,2.0936,63.555,0.3017,2.09903249999999,0.203956692913379,0.861318897637793,1.89445034519384,5990.21894849998,3161.98255799999,0.172289466907031,2.67756631470512,0.843226574803147,0.315390765472947,0.0
2171.4441,2867.4,1463.8,2.1048,63.477,0.3022,2.10830750000001,0.206,0.876739330269239,1.95887416313704,6045.36092550002,3086.14051850001,0.171404552318306,2.67742472837093,0.84386,0.310388403291639,0.0
2171.5964,2881.5,1458.0,2.1203,62.2577,0.3053,2.11973,0.203438320209971,0.908960629921261,1.97633744855967,6108.001995,3090.56634,0.157571522087128,2.67521144353394,0.843065879265091,0.303186304825958,0.0
2171.7488,2894.5,1458.0,2.1272,63.6021,0.3078,2.127244,0.196400000000001,0.902040000000003,1.98525377229081,6157.307758,3101.521752,0.172823819177914,2.67765181106847,0.840884,0.299661071884905,0.0
2171.9011,2887.7,1468.0,2.1277,62.5136,0.3239,2.127945,0.193956692913388,0.867692913385796,1.96709809264305,6144.86677650001,3123.82326,0.160474722641674,2.67567595562267,0.84012657480315,0.298401645494342,0.0
2172.0537,2899.2,1452.9,2.1235,63.2802,0.3292,2.123,0.197281680892973,0.83596126066973,1.99545736113979,6155.0016,3084.5067,0.169171844740601,2.6770674951585,0.841157321076822,0.301794446689442,0.0
2172.2061,2901.1,1456.2,2.1227,64.7056,0.3352,2.123061,0.202246062992117,0.851476377952699,1.99224007691251,6159.2122671,3091.6014282,0.185343091596602,2.67965489465546,0.842696279527556,0.302997514517605,0.0
2172.3584,2914.8,1460.6,2.1239,63.2805,0.3227,2.126628,0.212767564018398,0.884165462902176,1.99561823907983,6198.69529439999,3106.1528568,0.16917524825825,2.67706803972132,0.845957944845703,0.30060455745492,0.0
2172.5107,2900.2,1411.0,2.1328,62.7467,0.3243,2.13449799999998,0.236512450851881,0.918903014416732,2.05542168674699,6190.47109959993,3011.77667799997,0.163119255854901,2.67609908093678,0.853318859764083,0.297129118829458,0.0
2172.6631,2907.8,1411.0,2.1474,63.188,0.3133,2.15047050000001,0.272487852921903,0.968894287590265,2.06080793763288,6253.13811990003,3034.31387550002,0.168125830316493,2.67690013285064,0.86447123440579,0.290455329476554,0.0
2172.8157,2886.2,1397.0,2.1584,66.4631,0.3171,2.157686,0.299887795275605,0.952545275590523,2.06599856836077,6227.5133332,3014.287342,0.205282032489979,2.6828451251984,0.872965216535438,0.290162415022527,0.0
2172.968,2867.6,1363.3,2.1564,66.9116,0.3215,2.15226000000001,0.304718319107027,0.946447143795137,2.1034255116262,6171.82077600003,2934.17605800001,0.210370291375146,2.68365924662002,0.874462678923178,0.293721122462939,0.0
2173.1204,2825.7,1381.3,2.1454,65.5182,0.3241,2.14173600000002,0.300718217562259,0.959602228047176,2.04568160428582,6051.90341520004,2958.37993680002,0.194562086401699,2.68112993382427,0.8732226474443,0.298352652200601,0.0
2173.2727,2795.8,1369.0,2.1291,66.3918,0.3147,2.12354749999999,0.299275590551184,0.946417322834613,2.04222059897736,5937.01410049998,2907.13652749999,0.204473129795415,2.68271570076727,0.872775433070867,0.308942903115224,0.0
2173.4253,2760.4,1369.0,2.1138,67.9588,0.3065,2.11197600000001,0.309369665134598,0.903630334865402,2.0163623082542,5829.89855040004,2891.29514400002,0.222250836981715,2.68556013391707,0.875904596191725,0.316957631969025,0.0
2173.5776,2738.2,1350.0,2.1065,69.0951,0.317,2.11104400000001,0.341010498687679,0.900167979002636,2.0282962962963,5780.46068080002,2849.90940000001,0.23514222733002,2.6876227563728,0.885713254593181,0.319982083341781,0.0
2173.73,2692.0,1320.5,2.1195,67.109,0.3203,2.12170000000001,0.392279999999994,0.932079999999998,2.03862173419159,5711.61640000002,2801.70485000001,0.212609805988149,2.6840175689581,0.901606799999998,0.315481469676484,0.0
2173.8823,2812.9,1305.6,2.1275,65.6329,0.3151,2.1292345,0.435696850393714,0.95743700787404,2.15448835784314,5989.32372505001,2779.9285632,0.195863364649477,2.68133813834392,0.915066023622051,0.312581302587599,0.0
2174.0349,2859.2,1311.0,2.131,66.0627,0.306,2.14007400000004,0.460894287590307,0.989126723571909,2.18093058733791,6118.8995808001,2805.63701400005,0.200739470934527,2.68211831534952,0.922877229152995,0.308112583091943,0.0
2174.1873,2877.7,1372.6,2.1568,70.3503,0.3313,2.1766425,0.494588582677188,1.0,2.09653212880664,6263.72412225001,2987.65949550001,0.249382545173188,2.68990120722771,0.933322460629928,0.292192256237761,0.0
2174.3396,2862.2,1372.6,2.2015,78.5573,0.3435,2.22061199999983,0.535263952724757,1.0,2.08523969109719,6355.83566639952,3048.01203119977,0.342491442989378,2.7047986308783,0.945931825344675,0.275283284302798,0.0
2174.4919,2925.7,1387.6,2.2492,82.8997,0.362,2.2430265,0.556091743119243,1.0,2.10846065148458,6562.42263105,3112.4235714,0.391756226451912,2.71268099623231,0.952388440366965,0.266804795979738,0.0
2174.6443,2907.5,1458.6,2.2365,79.4636,0.3262,2.21960899999998,0.490237688772151,1.0,1.99334978746743,6453.51316749994,3237.52168739997,0.352773469806828,2.70644375516909,0.931973683519367,0.274355010516748,0.0
2174.7969,2904.2,1467.2,2.199,74.0546,0.3143,2.18252700000002,0.415598425196915,1.0,1.97941657579062,6338.49491340006,3202.20361440003,0.291408046596426,2.69662528745543,0.908835511811044,0.287560816410927,0.0
2174.9492,2892.5,1503.6,2.1646,68.8264,0.2932,2.160818,0.377232435981619,0.993271175311889,1.92371641393988,6250.16606500001,3249.0059448,0.232093810022452,2.68713500960359,0.896942055154302,0.294000156963805,0.0
2175.1016,2901.3,1503.6,2.1483,72.7529,0.3027,2.147984,0.359872870249037,0.971950196592426,1.92956903431764,6231.9459792,3229.7087424,0.276640183517672,2.69426242936283,0.891560589777201,0.303033156879896,0.0
2175.2539,2911.2,1514.7,2.1465,69.2092,0.2948,2.1472695,0.34198425196849,0.957956692913388,1.92196474549416,6251.1309684,3252.46911165,0.2364366985425,2.6878298717668,0.886015118110232,0.30000884978314,0.0
2175.4065,2925.0,1524.1,2.1483,70.0103,0.2886,2.14787,0.315144451739995,0.942056467498371,1.91916540909389,6282.51975,3273.568667,0.245525225171055,2.68928403602737,0.877694780039399,0.298861363986232,0.0
2175.5588,2925.2,1537.3,2.1464,66.0531,0.2878,2.145412,0.273669291338719,0.902719160104998,1.90281662655305,6275.7591824,3298.1418676,0.20063055836976,2.68210088933916,0.864837480315003,0.295328066737091,0.0
2175.7112,2924.5,1534.6,2.1442,68.3874,0.3047,2.14220799999995,0.227799999999971,0.890399999999975,1.90570832790304,6264.88729599985,3287.43239679992,0.227113329196169,2.68633813267139,0.850617999999991,0.296412357737563,0.0
2175.8635,2922.7,1534.3,2.128,66.3276,0.3092,2.1270475,0.203043307086612,0.847677165354286,1.90490777553282,6216.72172825001,3263.52897925,0.203744777018541,2.68259916432297,0.84294342519685,0.301986753557959,0.0
2176.0161,2929.3,1534.3,2.1248,66.7133,0.3057,2.124678,0.201640840446487,0.796475377544323,1.90920941145799,6223.81926540001,3259.8934554,0.208120566209196,2.68329929059347,0.842508660538411,0.303468130200532,0.0
2176.1685,2930.6,1535.6,2.123,65.2215,0.298,2.12505500000001,0.203641732283468,0.800551181102421,1.90843969783798,6227.68618300002,3263.23445800001,0.191196007446897,2.6805913611915,0.843128937007875,0.302338896229847,0.0
2176.3208,2915.7,1528.4,2.1291,67.736,0.2975,2.129,0.20403873933027,0.838137229152978,1.90768123527872,6207.5253,3253.9636,0.219723157874435,2.68515570525991,0.843252009192384,0.301946136731961,0.0
2176.4731,2915.0,1518.7,2.1292,65.3053,0.2874,2.1293655,0.202,0.882629095674989,1.91940475406598,6207.1004325,3233.86738485,0.192146723376834,2.68074347574029,0.84262,0.299967865607194,0.0
2176.6255,2917.4,1514.5,2.1304,65.1174,0.2846,2.13127500000001,0.202957321076822,0.924063033486542,1.92631231429515,6217.78168500003,3227.81598750002,0.190014986822714,2.68040239789163,0.842916769533815,0.298847179764004,0.0
2176.7781,2919.7,1514.5,2.1353,63.7379,0.2932,2.133438,0.205320866141731,0.939246062992116,1.92783096731595,6228.9989286,3231.091851,0.174364478167002,2.67789831650672,0.843649468503937,0.296830125912063,0.0
2176.9304,2895.4,1505.2,2.1306,65.6683,0.3078,2.12978399999999,0.20824294156271,0.929260669730761,1.92359819293117,6166.57659359998,3205.75087679999,0.196264979732052,2.68140239675713,0.84455531188444,0.300307195574403,0.0
2177.0828,2915.1,1450.5,2.1271,63.3258,0.3136,2.12451599999999,0.215563564875505,0.89095019659236,2.00972078593588,6193.17659159998,3081.61045799999,0.16968917942324,2.67715026870772,0.846824705111407,0.301932224353509,0.0
2177.2351,2901.5,1446.8,2.1214,63.3783,0.3115,2.123106,0.225145669291334,0.881421259842514,2.00546032623721,6160.19205899999,3071.70976079999,0.170284795011805,2.67724556720189,0.849795157480314,0.303230973740251,0.0
2177.3877,2898.4,1441.7,2.127,64.8638,0.3114,2.127,0.241690085357864,0.885309914642136,2.01040438371367,6164.8968,3066.4959,0.187137879903476,2.67994206078456,0.854923926460938,0.302978940529534,0.0
2177.54,2901.5,1392.0,2.1269,68.6036,0.309,2.1282,0.263123359580057,0.872842519685043,2.08441091954023,6174.9723,2962.4544,0.229566130915172,2.68673058094643,0.861568241469818,0.306016932776837,0.0
2177.6924,2904.9,1392.0,2.1296,69.1994,0.3042,2.129538,0.277199999999999,0.878440000000001,2.08685344827586,6186.0949362,2964.316896,0.236325516965968,2.68781208271456,0.865932,0.306427458102917,0.0
2177.8447,2916.4,1486.4,2.1293,67.1835,0.3128,2.125424,0.288464566929143,0.862795275590531,1.96205597416577,6198.58655360001,3159.2302336,0.213455012870969,2.68415280205936,0.869424015748034,0.307885567404837,0.0
2177.9973,2916.8,1452.4,2.1207,65.5341,0.304,2.121973,0.306971766250814,0.845165462902164,2.00826218672542,6189.3708464,3081.9535852,0.194742472837093,2.68115879565393,0.875161247537753,0.309627106768343,0.0
2178.1497,2897.9,1389.3,2.1233,66.0219,0.3129,2.121509,0.334342519685004,0.858812992125964,2.08587058230764,6147.92093109999,2947.4124537,0.200276592534271,2.68204425480548,0.883646181102351,0.311685862547256,0.0
2178.302,2888.3,1439.7,2.1205,66.5783,0.3108,2.12102,0.361292186474086,0.878292186474086,2.00618184343961,6126.14206600001,3053.632494,0.206588983267173,2.68305423732275,0.892000577806967,0.313800892751976,0.0
2178.4543,2869.6,1439.7,2.1223,67.1891,0.3256,2.1217285,0.384197903014411,0.904715596330264,1.99319302632493,6088.5121036,3054.65252145,0.213518545200416,2.68416296723207,0.899101349934468,0.315078461035723,0.0
2178.6067,2858.8,1372.3,2.1211,68.8007,0.3229,2.121268,0.397063033486503,0.912617859487892,2.0832179552576,6064.28095839999,2911.0160764,0.231802242010526,2.68708835872168,0.903089540380816,0.31716408828561,0.0
2178.7593,2858.9,1420.0,2.1253,68.6194,0.3155,2.12351749999999,0.418021653543348,0.898679133858266,2.01330985915493,6070.92418074998,3015.39484999999,0.229745382844683,2.68675926125515,0.909586712598438,0.316931387265061,0.0
2178.9116,2887.1,1426.6,2.1203,68.7686,0.3129,2.120348,0.450059750492439,0.900563361785947,2.02376279265386,6121.65671079999,3024.88845679999,0.231438065622089,2.68703009049953,0.919518522652656,0.320610116962262,0.0
2179.064,2888.9,1383.0,2.1232,66.6344,0.3124,2.12236,0.49802228047176,0.904397771952824,2.08886478669559,6131.285804,2935.22388,0.207225441067525,2.6831560705708,0.934386906946246,0.320680443271585,0.0
2179.2163,2878.4,1383.0,2.1209,69.3769,0.3091,2.12328200000002,0.54603149606302,0.898448818897633,2.08127259580622,6111.65490880007,2936.49900600003,0.238339264908258,2.68813428238532,0.949269763779536,0.324839730951664,0.0
2179.3689,2849.2,1382.4,2.1352,72.9524,0.2997,2.14602399999997,0.583369665134598,0.901971766250814,2.06105324074074,6114.45158079992,2966.66357759996,0.278903522754217,2.69462456364067,0.960844596191725,0.316418792430682,0.0
2179.5212,2846.6,1453.1,2.1667,79.309,0.314,2.17505600000006,0.604763779527565,0.94245406824149,1.95898424058908,6191.51440960017,3160.57387360009,0.35101952371174,2.70616312379388,0.967476771653545,0.305464595808222,0.0
2179.6736,2846.1,1454.5,2.2054,79.9195,0.3228,2.21420000000001,0.614120000000001,0.991839999999999,1.95675489859058,6301.83462000002,3220.55390000001,0.357945682127335,2.70727130914037,0.9703772,0.283881041766211,0.0
2179.8259,2792.6,1463.6,2.2304,80.3196,0.3366,2.22844600000002,0.557295275590925,0.996173228346485,1.90803498223558,6223.15829960006,3261.55356560003,0.362484840165139,2.70799757442642,0.952761535433187,0.273212014665254,0.0
2179.9785,2843.1,1495.7,2.2237,72.7094,0.3161,2.20947749999997,0.407345370978237,0.967172685489119,1.9008491007555,6281.76548024992,3304.71549674996,0.276146673458575,2.69418346775337,0.906277065003254,0.271102540383454,0.0
2180.1309,2869.8,1495.7,2.1866,68.6416,0.2959,2.17463999999991,0.305523622047176,0.928454724409477,1.91870027411914,6240.78187199974,3252.60904799986,0.229997243150704,2.68679955890411,0.874712322834624,0.282635156139119,0.0
2180.2832,2890.2,1495.4,2.1473,62.7284,0.2922,2.13618400000001,0.273475377544323,0.929426132632969,1.93272702955731,6173.99899680003,3194.44955360002,0.162911641278316,2.67606586260453,0.86477736703874,0.298065086774527,0.0
2180.4355,2897.8,1500.8,2.1212,62.7359,0.3079,2.12171,0.267279161205768,0.92234993446922,1.9308368869936,6148.291238,3184.262368,0.162996729219539,2.67607947667513,0.862856539973788,0.305737074826359,0.0
2180.5879,2933.2,1482.5,2.123,62.0896,0.3251,2.122121,0.273826771653551,0.969350393700816,1.9785497470489,6224.6053172,3146.0443825,0.155664417697838,2.67490630683165,0.864886299212601,0.305402870965389,0.0
2180.7405,2899.3,1522.5,2.1206,62.0209,0.3165,2.119785,0.289369665134598,0.981736047275128,1.90430213464696,6145.89265050001,3227.3726625,0.154885012156231,2.674781601945,0.869704596191725,0.307464224615387,0.0
2180.8928,2889.7,1497.7,2.118,59.3099,0.3004,2.122176,0.311728824688131,0.934348653972403,1.92942511851506,6132.4519872,3178.3829952,0.124128557668636,2.66986056922698,0.876635935653321,0.305418829840364,0.0
2181.0452,2879.0,1497.7,2.1273,60.9045,0.2983,2.129712,0.333049803407619,0.917281782437749,1.92228083060693,6131.44084800001,3189.66966240001,0.142219388478639,2.67275510215658,0.883245439056362,0.30345916166543,0.0
2181.1975,2880.5,1399.5,2.1327,63.502,0.3033,2.1354375,0.363944881889796,0.920956692913388,2.05823508395856,6151.12771875001,2988.54478125001,0.171688178789051,2.67747010860625,0.892822913385837,0.303719754838883,0.0
2181.3501,2871.8,1422.7,2.1383,67.4592,0.31,2.136497,0.405690085357864,0.923,2.01855626625431,6135.5920846,3039.5942819,0.216582845590346,2.68465325529446,0.905763926460938,0.308145226580172,0.0
2181.5024,2869.4,1382.9,2.1347,69.3054,0.2988,2.131416,0.425842519685032,0.931645669291321,2.07491503362499,6115.88507040001,2947.53518640001,0.237528093201927,2.68800449491231,0.91201118110236,0.313395602666027,0.0
2181.6548,2894.0,1402.2,2.1278,66.6628,0.2985,2.127452,0.43847999999997,0.964719999999901,2.06389958636428,6156.84608800001,2983.1131944,0.207547640738291,2.68320762251813,0.915928799999991,0.314469689466571,0.0
2181.8071,2883.0,1402.2,2.1255,66.8185,0.2997,2.12692299999998,0.458523622047265,0.997275590551184,2.05605477107403,6131.91900899993,2982.37143059997,0.209314066398091,2.68349025062369,0.922142322834652,0.315989386221016,0.0
2181.9597,2921.3,1432.6,2.1394,65.1434,0.3067,2.14974599999997,0.498943532501629,0.977570584372964,2.03915957001256,6280.05298979992,3079.72611959996,0.190309958352289,2.68044959333637,0.934672495075505,0.303992757073672,0.0
2182.1121,2902.3,1373.3,2.175,71.6339,0.3323,2.17983999999997,0.548230314960583,0.952460629921165,2.11337653826549,6326.54963199992,2993.57427199996,0.263945062687122,2.69223121002994,0.949951397637781,0.294092376199006,0.0
2182.2644,2905.7,1462.5,2.2147,72.7715,0.343,2.214356,0.568795797767566,1.0,1.98680341880342,6434.2542292,3238.49565,0.276851201611906,2.69429619225791,0.956326697307946,0.276149951798622,0.0
2182.4167,2915.2,1405.3,2.2133,72.7737,0.3532,2.20765599999995,0.550807339449527,1.0,2.07443250551484,6435.75877119987,3102.41897679994,0.276876160741332,2.69430018571861,0.950750275229354,0.27911112999461,0.0
2182.5691,2894.0,1405.3,2.1811,68.286,0.3325,2.17028949999997,0.523173228346449,0.999681102362204,2.05934675869921,6280.8178129999,3049.90783434995,0.225962940230826,2.68615407043693,0.942183700787399,0.295798930655362,0.0
2182.7217,2901.2,1527.5,2.1503,65.7914,0.3334,2.14869799999999,0.517242941562704,0.999320420223243,1.89931260229133,6233.80263759997,3282.13619499999,0.197661556474001,2.68162584903584,0.940345311884438,0.306055134520528,0.0
2182.874,2915.7,1569.3,2.1436,62.2,0.3248,2.14289,0.521679579776759,1.0,1.85796214872873,6248.02437300001,3362.83727700001,0.156916912192648,2.67510670595082,0.941720669730795,0.307038763916327,0.0
2183.0264,2906.1,1512.4,2.141,63.3513,0.3206,2.14390400000002,0.518436435124495,1.0,1.92151547209733,6230.39941440007,3242.44040960004,0.1699784784234,2.67719655654774,0.940715294888594,0.307111034436488,0.0
2183.1787,2865.1,1544.5,2.1525,66.8294,0.3056,2.16065699999999,0.517145669291347,0.997129921259837,1.85503399158304,6190.49837069998,3337.13473649999,0.209437727539336,2.68351003640629,0.940315157480318,0.299939520662454,0.0
2183.3313,2875.5,1544.5,2.174,74.7242,0.3182,2.17619099999998,0.517348653972429,0.991640840446487,1.8617675623179,6257.63722049993,3361.12699949997,0.299004697988861,2.69784075167822,0.940378082731453,0.296819819217475,0.0
2183.4836,2909.0,1455.4,2.1812,75.0442,0.3272,2.171804,0.48651181102361,0.980191601049857,1.99876322660437,6317.777836,3160.8435416,0.302635116814398,2.6984216186903,0.930818661417319,0.297927550145513,0.0
2183.636,2915.3,1452.5,2.1587,69.818,0.3286,2.15215999999998,0.454560000000002,0.954599999999999,2.00709122203098,6274.19204799995,3126.01239999997,0.243343570358084,2.68893497125729,0.920913600000001,0.303602083087714,0.0
2183.7883,2896.0,1461.1,2.1401,64.2003,0.3014,2.1404415,0.447464566929143,0.955129921259837,1.98206830470194,6198.718584,3127.39907565,0.179610433369902,2.67873766933918,0.918714015748034,0.305845985785955,0.0
2183.9409,2924.4,1593.6,2.1406,61.7122,0.3036,2.141818,0.462447143795137,0.945475377544323,1.83509036144578,6263.5325592,3413.2011648,0.151382792495471,2.67422124679928,0.923358614576492,0.304080535503445,0.0
2184.0933,2759.5,1593.6,2.143,62.5664,0.2948,2.1453325,0.487155511810968,0.940887795275578,1.73161395582329,5920.04503375001,3418.801872,0.161073741747888,2.67577179867966,0.9310182086614,0.304019605813855,0.0
2184.2456,2718.5,1450.5,2.1475,63.4999,0.3109,2.14708799999999,0.518845042678932,0.952447143795154,1.87418131678731,5836.85872799998,3114.35114399999,0.171664354165509,2.67746629666648,0.940841963230469,0.305407615484175,0.0
2184.3979,2725.5,1344.5,2.1438,65.3123,0.2963,2.144042,0.537553079947589,0.960802096985579,2.02714763852733,5843.58647100001,2882.664469,0.192226138788643,2.68075618220618,0.946641454783753,0.309503272026266,0.0
2184.5503,2656.4,1283.5,2.1495,68.6323,0.2952,2.15956299999998,0.579452755905493,0.968669291338568,2.06965329178029,5736.66315319996,2771.79911049998,0.229891734103587,2.68678267745657,0.959630354330703,0.305253723367263,0.0
2184.7029,2489.2,1225.6,2.1335,68.8848,0.2818,2.17514500000001,0.647915298752524,1.0,2.03100522193211,5414.37093400002,2665.85771200001,0.232756361458112,2.6872410178333,0.980853742613282,0.300105389479807,0.0
2184.8552,2456.1,1225.6,2.1208,74.4677,0.33,2.18275999999999,0.728390676296766,0.982697307944858,2.00399804177546,5361.07683599998,2675.19065599999,0.296094690399017,2.69737515046384,1.005801109652,0.304222657742412,0.0
2185.0076,2519.2,1113.0,2.1003,79.5344,0.3619,2.190304,0.810044560943519,0.922287024901796,2.26343216531896,5517.81383679999,2437.808352,0.353576699971978,2.70657227199552,1.03111381389249,0.308135525234117,0.0
2185.1599,2499.0,1074.5,2.1006,83.0246,0.3646,2.196396,0.887885826771673,0.912818897637876,2.3257328990228,5488.79360400001,2360.027502,0.393173224299755,2.71290771588796,1.05524460629922,0.311590282066481,0.0
2185.3125,2501.2,989.3,2.0766,77.3263,0.3156,2.20499999999996,0.933992777412983,1.0,2.52825229960578,5515.1459999999,2181.40649999996,0.328525675569891,2.70256410809118,1.06953776099802,0.304688352993756,0.0
