DEPTH,VP,VS,RHO_OLD,GR,NPHI,RHO,SW,SWX,VPVS,IP,IS,VSH,RHOm,RHOf,PHI
2018.5868,2255.9,871.8,2.2236,72.786,0.4675,2.243622,1,1,2.58763477861895,5061.3868698,1955.9896596,0.277015704964938,2.69432251279439,1.09,0.280928871346053
2018.7393,2203,857.7,2.1874,77.594,0.4736,2.233607,1,1,2.56849714352338,4920.636221,1915.7647239,0.331562747818629,2.70305003965098,1.09,0.291028193863443
2018.8916,2205.6,907.5,2.1641,82.7134,0.4593,2.226588,1,1,2.4304132231405,4910.96249280001,2020.62861,0.38964264199192,2.71234282271871,1.09,0.299415645026666
2019.0439,2271.2,907.5,2.1605,85.7247,0.4332,2.2192195,1,1,2.50269972451791,5040.2913284,2013.94169625,0.423806017646104,2.71780896282338,1.09,0.306294825873542
2019.1964,2339.6,884.9,2.1326,87.9105,0.4437,2.219982,1,1,2.6439145666177,5193.8698872,1964.4620718,0.448604047236287,2.72177664755781,1.09,0.307514296340014
2019.3488,2352.3,845.6,2.0501,87.5561,0.4878,2.24429599999999,1,1,2.78181173131504,5279.25748079998,1897.77669759999,0.444583358387005,2.72113333734192,1.09,0.292334983551361
2019.5012,2390.6,851.8,2.045,90.8736,0.4852,2.254518,1,1,2.80652735383893,5389.6507308,1920.3984324,0.482220591054875,2.72715529456878,1.09,0.288694234527869
2019.6536,2375.3,902.1,2.0692,94.9456,0.4747,2.25841200000001,1,1,2.63307837268596,5364.40602360002,2037.31346520001,0.528417670609831,2.73454682729757,1.09,0.289523423349386
2019.806,2412.1,903.2,2.1407,95.5885,0.4871,2.26482,1,1,2.67061558901683,5462.97232199999,2045.585424,0.535711408931511,2.73571382542904,1.09,0.286133480896219
2019.9584,2459.3,897.4,2.1659,97.246,0.4906,2.264336,1,1,2.7404724760419,5568.68152479999,2032.0151264,0.554515843941909,2.73872253503071,1.09,0.287729757403888
2020.1108,2434.9,917.1,2.1502,94.7566,0.5048,2.271188,1,1,2.65499945480318,5530.1156612,2082.9065148,0.526273454490998,2.73420375271856,1.09,0.281604850951714
2020.2632,2438.2,869.2,2.1413,97.7979,0.4914,2.27942,1,1,2.80510814542108,5557.681844,1981.271864,0.560777181910077,2.73972434910561,1.09,0.279018946016748
2020.4156,2439.5,972.4,2.1626,100.9127,0.4881,2.276,1,1,2.50874125874126,5552.302,2213.1824,0.596114771153146,2.7453783633845,1.09,0.283547480000183
2020.568,2352.4,968.9,2.2139,106.6833,0.4793,2.27634,1,1,2.42790793683559,5354.862216,2205.545826,0.661582567636404,2.75585321082183,1.09,0.287848417679769
2020.7205,2301.7,970.4,2.2529,106.2234,0.4623,2.27269500000003,1,1,2.37190849134378,5231.06208150006,2205.42322800003,0.656364975080578,2.75501839601289,1.09,0.289680520748512
2020.8728,2439.1,888.8,2.2225,101.6096,0.487,2.25163199999999,1,1,2.74426192619262,5491.95561119998,2001.25052159999,0.604021142651635,2.74664338282426,1.09,0.298803827037518
2021.0251,2444.2,914,2.1965,93.3104,0.4951,2.25228300000003,1,1,2.67417943107221,5505.03010860007,2058.58666200003,0.509866230411338,2.73157859686581,1.09,0.291972372069714
2021.1776,2492.9,874.4,2.2049,93.6422,0.5003,2.277388,1,1,2.8509835315645,5677.3005452,1991.3480672,0.513630520931066,2.73218088334897,1.09,0.276944451101812
2021.33,2479.8,890.3,2.2343,93.0382,0.4737,2.28129999999999,1,1,2.78535325171291,5657.16773999998,2031.04138999999,0.506778105397866,2.73108449686366,1.09,0.274077597907522
2021.4824,2462.1,890.3,2.2485,101.2866,0.4787,2.287764,1,1,2.76547231270358,5632.7037444,2036.7962892,0.600356688649609,2.74605707018394,1.09,0.276737485944875
2021.6348,2338.9,812.8,2.2765,102.6424,0.4844,2.284956,1,1,2.87758366141732,5344.28358839999,1857.2122368,0.615738319411055,2.74851813110577,1.09,0.279503806688387
2021.7872,2328.8,900.5,2.283,108.2303,0.4671,2.288232,1,1,2.58611882287618,5328.83468159999,2060.552916,0.679133373646109,2.75866133978338,1.09,0.281920200682814
2021.9396,2311.4,869.9,2.2949,108.7142,0.4581,2.29697999999999,1,1,2.65708702149672,5309.23957199998,1998.14290199999,0.684623247613851,2.75953971961822,1.09,0.277058229991676
2022.092,2342.6,809.5,2.3001,111.5204,0.4402,2.32024000000002,1,1,2.89388511426807,5435.39422400004,1878.23428000001,0.716459751702042,2.76463356027233,1.09,0.265367642697931
2022.2444,2501.4,809.5,2.344,113.8826,0.4445,2.34622,1,1,3.09005558987029,5868.834708,1899.26509,0.743259049669802,2.76892144794717,1.09,0.251769639648125
2022.3969,2778.1,866.4,2.3491,113.8872,0.4491,2.332527,1,1,3.206486611265,6479.99325870001,2020.9013928,0.743311236940419,2.76892979791047,1.09,0.259929151566429
2022.5492,2795.6,855.9,2.3154,113.5013,0.4568,2.32410199999998,1,1,3.26626942399813,6497.25955119996,1989.19890179999,0.738933178737998,2.76822930859808,1.09,0.264640419710641
2022.7017,2673.2,946.2,2.2762,113.0393,0.4867,2.352068,1,1,2.82519551891778,6287.5481776,2225.5267416,0.73369176155863,2.76739068184938,1.09,0.247600446540857
2022.854,2673.1,905.4,2.3069,105.9077,0.4491,2.36005,1,1,2.95239673072675,6308.64965500001,2136.78927,0.65278334000801,2.75444533440128,1.09,0.236953011462611
2023.0063,2613.9,902.8,2.3714,95.8867,0.435,2.372134,1,1,2.89532565352237,6200.52106260001,2141.5625752,0.539094505474558,2.73625512087593,1.09,0.221181465897089
2023.1588,2609,859.2,2.389,86.0494,0.4376,2.367538,1,1,3.03654562383613,6176.90664199999,2034.1886496,0.427489758248142,2.7183983613197,1.09,0.215463469906318
2023.3112,2618.6,881,2.307,94.5306,0.5098,2.316448,1,0.99840118187787,2.97230419977299,6065.85073280001,2040.790688,0.523709471195463,2.73379351539127,1.09,0.253891691069196
2023.4636,2825.5,936.2,2.3196,100.0706,0.4519,2.355298,1,0.996600000000002,3.01805169835505,6654.89449900001,2205.0299876,0.586561097112569,2.74384977553801,1.09,0.234937768402579
2023.616,2629.4,902.7,2.4314,104.0902,0.36,2.45180000000007,1,1,2.91281710424283,6446.76292000019,2213.23986000006,0.632163695584843,2.75114619129358,1.09,0.180204603822615
2023.7684,2649.8,948.7,2.5614,102.0292,0.2736,2.54526800000003,1,1,2.79308527458628,6744.45114640008,2414.69575160003,0.60878152933662,2.74740504469386,1.09,0.121959955015804
2023.9208,2558.7,951.3,2.5154,106.7842,0.3175,2.49919199999998,1,1,2.68968779564806,6394.68257039995,2377.48134959998,0.662727284072332,2.75603636545157,1.09,0.154164921473354
2024.0732,2575.6,871.1,2.4386,112.5356,0.3989,2.41667399999999,1,1,2.95672138675238,6224.38555439998,2105.16472139999,0.727977255426058,2.76647636086817,1.09,0.208653321354934
2024.2256,2460.3,926.6,2.3776,110.6767,0.4659,2.37185600000001,1,1,2.65519102093676,5835.47731680002,2197.76176960001,0.706887925567338,2.76310206809077,1.09,0.233844710106197
2024.3781,2432,1005.6,2.3543,104.9543,0.4909,2.34579950000001,1,1,2.41845664280032,5704.98438400002,2358.93597720001,0.641966960919676,2.75271471374715,1.09,0.244729423744681
2024.5304,2414.5,901.5,2.3329,95.5703,0.4695,2.332088,1,1,2.67831392124237,5630.82647599999,2102.377332,0.535504928860809,2.73568078861773,1.09,0.245243665362786
2024.6827,2384.1,900.1,2.3301,91.7376,0.4501,2.31139249999997,1,1,2.64870569936674,5510.59085924993,2080.48438924997,0.492022721883824,2.72872363550141,1.09,0.254668405617857
2024.8352,2420.5,890.5,2.285,91.135,0.4649,2.30013599999999,1,1,2.71813587871982,5567.47918799998,2048.27110799999,0.485186189432985,2.72762979030928,1.09,0.261044219419427
2024.9875,2418.4,894.3,2.3281,93.582,0.4984,2.37306249999997,1,1,2.70423795147042,5739.01434999993,2122.22979374997,0.512947548389512,2.73207160774232,1.09,0.218631822174888
2025.14,2504.6,992.9,2.4309,90.7152,0.4737,2.48460000000018,1,1,2.52250981972001,6222.92916000046,2466.95934000018,0.480423533736234,2.7268677653978,1.09,0.148006925494521
2025.2924,2409.2,875.1,2.5649,90.1755,0.4428,2.52850200000001,1,1,2.75305679350931,6091.66701840002,2212.69210020001,0.47430060548579,2.72588809687773,1.09,0.120659901648805
2025.4448,2406.1,875.1,2.4862,92.3176,0.4118,2.44814400000005,1,1,2.74951434121815,5890.47927840013,2142.37081440005,0.49860285600511,2.72977645696082,1.09,0.171750518654686
2025.5972,2567.7,902.5,2.3171,99.0766,0.4413,2.31936599999998,1,1,2.84509695290859,5955.43607819996,2093.22781499999,0.575284108635745,2.74204545738172,1.09,0.25585219552713
2025.7496,2429.2,945.8,2.1587,101.7406,0.4764,2.28735200000004,1,1,2.56840769718757,5556.43547840009,2163.37752160003,0.605507345358339,2.74688117525733,1.09,0.277345884617179
2025.902,2725.8,1049.3,2.1239,100.8654,0.4798,2.28967999999999,1,1,2.59773182121414,6241.20974399997,2402.56122399999,0.595578149870496,2.74529250397928,1.09,0.275245917494346
2026.0544,2414.4,961.3,2.2028,100.6454,0.4436,2.29222399999999,1,0.978880000000008,2.51159887652138,5534.34562559998,2203.51493119999,0.593082236927939,2.74489315790847,1.09,0.273533766059304
2026.2068,2383.3,977.1,2.3388,94.7041,0.4184,2.34433199999995,1,0.95510439921201,2.43915668815884,5587.24645559987,2290.64679719995,0.525677838902434,2.73410845422439,1.09,0.237074660873464
2026.3593,2403.4,980.2,2.3899,98.4201,0.4039,2.36894849999996,1,1,2.45194858192206,5693.53082489991,2322.04331969996,0.56783607751398,2.74085377240224,1.09,0.225280566104348
2026.5116,2461.3,967.7,2.3192,98.184,0.4517,2.31749199999999,1,1,2.54345354965382,5704.04305959998,2242.63700839999,0.565157509124264,2.74042520145988,1.09,0.256257115491077
2026.6639,2449.3,870.8,2.3059,103.7155,0.4804,2.31079250000001,1,1,2.81270096463023,5659.82407025002,2012.23810900001,0.627912702041316,2.75046603232661,1.09,0.264789236134233
2026.8164,2447,837.1,2.3209,102.4576,0.4814,2.319688,1,1,2.92318719388365,5676.27653600001,1941.8108248,0.613641752539308,2.74818268040629,1.09,0.258412227717452
2026.9688,2537,868.6,2.3132,110.325,0.476,2.30095999999999,1,1,2.92079207920792,5837.53551999997,1998.61385599999,0.702897868376896,2.7624636589403,1.09,0.275942413739938
2027.1212,2313.4,865.5,2.2755,118.7041,0.4838,2.28245200000002,1,1,2.67290583477759,5280.22445680005,1975.46220600002,0.797959250817695,2.77767348013083,1.09,0.293434414868224
2027.2736,2319.2,890.6,2.2602,124.5564,0.4857,2.29016800000001,1,1,2.60408713227038,5311.35762560002,2039.62362080001,0.864353938607349,2.78829663017718,1.09,0.293310733428941
2027.426,2333.2,893.2,2.275,121.2672,0.4741,2.26798000000004,1,1,2.61218092252575,5291.65093600009,2025.75973600003,0.827037771104362,2.7823260433767,1.09,0.303928457160883
2027.5784,2341.3,900.1,2.2299,113.4783,0.4561,2.249176,1,1,2.60115542717476,5265.9957688,2024.4833176,0.738672242384913,2.76818755878159,1.09,0.309269101695881
2027.7308,2364.1,867,2.1568,106.1214,0.4713,2.251616,1,1,2.72675893886967,5323.0453856,1952.151072,0.655207779079938,2.75483324465279,1.09,0.302262852011787
2027.8832,2407.5,907,2.0949,99.3157,0.4649,2.255496,1,1,2.65435501653804,5430.10662,2045.734872,0.577996712201951,2.74247947395231,1.09,0.294698652315221
2028.0356,2508.1,910.3,2.087,104.864,0.4614,2.26256,1,1,2.75524552345381,5674.72673599999,2059.608368,0.640942502107345,2.75255080033717,1.09,0.294722302763805
2028.188,2551.6,953,2.1224,107.9111,0.4603,2.27956000000002,1,1,2.67743966421826,5816.52529600005,2172.42068000002,0.675512030867636,2.75808192493882,1.09,0.286869558254071
2028.3405,2535.8,979.5,2.1896,108.131,0.4594,2.296645,1,1,2.5888718734048,5823.832391,2249.5637775,0.67800680930431,2.75848108948869,1.09,0.276800314009084
2028.4928,2464.5,868.6,2.288,104.6245,0.4626,2.316384,1,1,2.83732443011743,5708.72836799999,2012.0111424,0.638225360517607,2.75211605768282,1.09,0.262155013585682
2028.6451,2249.8,901.1,2.3327,100.1349,0.4198,2.330294,1,1,2.49672622350461,5242.6954412,2099.8279234,0.587290584395325,2.74396649350325,1.09,0.250109355375788
2028.7976,2247.8,902.4,2.3269,97.3308,0.3922,2.30064799999999,1,1,2.49091312056738,5171.39657439998,2076.10475519999,0.555477904930676,2.73887646478891,1.09,0.265773982555461
2028.95,2263.8,818,2.2728,97.1191,0.4079,2.263,1,1,2.76748166259169,5122.9794,1851.134,0.553076155976407,2.73849218495623,1.09,0.288440666747141
2029.1024,2244.7,759.1,2.2334,101.0155,0.4788,2.233048,1,1,2.95705440653405,5012.5228456,1695.1067368,0.59728104320085,2.74556496691214,1.09,0.309572247030602
2029.2548,2254,774.7,2.2149,104.454,0.504,2.234452,1,1,2.90951336001033,5036.454808,1731.0299644,0.636291027987126,2.75180656447794,1.09,0.311320568552735
2029.4072,2266.8,762.3,2.233,104.3137,0.5015,2.232928,1,1,2.97363242817788,5061.6011904,1702.1610144,0.634699316233304,2.75155189059733,1.09,0.31213222622309
2029.5596,2278.3,775.1,2.1829,100.9013,0.4636,2.232894,1,1,2.93936266288221,5087.2024002,1730.7161394,0.595985437482486,2.7453576699972,1.09,0.309578817487863
2029.712,2259.8,775.1,2.0938,94.9703,0.4522,2.23536,1,1,2.91549477486776,5051.466528,1732.627536,0.528697893562927,2.73459166297007,1.09,0.303559645966146
2029.8644,2240.5,834.9,2.0488,88.5362,0.4561,2.236712,1,1,2.6835549167565,5011.353236,1867.4308488,0.455702650546094,2.72291242408737,1.09,0.29775045918896
2030.0168,2234.3,793.3,2.0773,89.0158,0.4897,2.23315999999999,1,1,2.81646287659145,4989.54938799999,1771.565828,0.461143740760868,2.72378299852174,1.09,0.300298753852663
2030.1692,2266.3,777.3,2.0981,96.3309,0.4884,2.228308,1,1,2.91560530039882,5050.0144204,1732.0638084,0.544133980606756,2.73706143689708,1.09,0.308885525154137
2030.3217,2275.1,766,2.1324,101.3536,0.4891,2.228736,1,1,2.9701044386423,5070.5972736,1707.211776,0.601116807591206,2.74617868921459,1.09,0.312431679373909
2030.474,2255.1,763.7,2.1573,101.496,0.4633,2.23574,1,1,2.95286107110122,5041.817274,1707.434638,0.60273234396857,2.74643717503497,1.09,0.308310621575002
2030.6263,2226.2,813.1,2.1919,96.2144,0.4668,2.235685,1,1,2.73791661542246,4977.08194700001,1817.8354735,0.542812281253084,2.73684996500049,1.09,0.304317318305521
2030.7788,2185.1,796.7,2.1765,91.1571,0.4565,2.229242,1,1,2.74268859043555,4871.1166942,1776.0371014,0.485436915233124,2.7276699064373,1.09,0.304351874866904
2030.9312,2183,781.2,2.1413,91.636,0.4528,2.22188000000001,1,1,2.79441884280594,4850.36404000002,1735.73265600001,0.490870063906716,2.72853921022507,1.09,0.309213967577542
2031.0836,2175.3,785.9,2.0827,95.7548,0.4225,2.214582,1,1,2.76790940323196,4817.3802246,1740.4399938,0.537598092214907,2.73601569475438,1.09,0.316785372348586
2031.236,2150.8,794.1,2.0076,98.5973,0.4094,2.21328,1,1,2.70847500314822,4760.322624,1757.565648,0.569846421938621,2.74117542751018,1.09,0.319708868430896
2031.3884,2175.3,790.9,1.9901,99.7667,0.4349,2.209348,1,1,2.7504109242635,4805.9947044,1747.3733332,0.583113333734192,2.74329813339747,1.09,0.322960585638734
2031.5408,2185.3,785.2,2.0052,98.6916,0.4841,2.208448,1,1,2.78311258278146,4826.1214144,1734.0733696,0.570916260986271,2.7413466017578,1.09,0.322705482416925
2031.6932,2198,794.9,2.0329,98.4323,0.4889,2.213398,1,1,2.76512768901749,4865.048804,1759.4300702,0.567974487231704,2.74087591795707,1.09,0.319513969656676
2031.8456,2216.5,799.5,2.0539,93.4254,0.4668,2.216368,1,1,2.77235772357724,4912.57967200001,1771.986216,0.511170912176765,2.73178734594828,1.09,0.313937945264512
2031.998,2197.2,775,2.0588,91.0594,0.4655,2.22045,1,1,2.83509677419355,4878.77274,1720.84875,0.484328502985452,2.72749256047767,1.09,0.309645718530631
2032.1504,2208.1,777.3,2.0594,85.7454,0.4665,2.22048,1,1,2.84073073459411,4903.041888,1725.979104,0.424040860363881,2.71784653765822,1.09,0.305536502460312
2032.3029,2203.9,749.5,2.0512,87.5868,0.4928,2.2195435,1,1,2.94049366244163,4891.65191964999,1663.54785325,0.44493165169308,2.72118906427089,1.09,0.307533672986657
2032.4552,2205.1,750.8,2.061,85.826,0.4838,2.220724,1,1,2.93700053276505,4896.9184924,1667.3195792,0.424955272105563,2.71799284353689,1.09,0.305449035301992
2032.6075,2202.1,828.7,2.0649,88.1296,0.4775,2.22,1,1,2.65729455774104,4888.662,1839.714,0.451089749625897,2.72217435994014,1.09,0.307672006291386
2032.76,2205.5,777.9,2.1186,86.9401,0.4646,2.2197,1,1,2.83519732613446,4895.54835,1726.70463,0.437594802147847,2.72001516834366,1.09,0.306938964777887
2032.9124,2209,776.7,2.1662,90.142,0.4745,2.219124,1,1,2.84408394489507,4902.044916,1723.5936108,0.473920546014991,2.7258272873624,1.09,0.309753536499202
2033.0648,2207.6,776.7,2.1944,88.5505,0.4831,2.220324,1,1,2.84228144714819,4901.5872624,1724.5256508,0.45586488488736,2.72293838158198,1.09,0.307797518418943
2033.2172,2220,794.5,2.1882,88.5862,0.5167,2.221,1,1,2.79421019509125,4930.62,1764.5845,0.456269903487585,2.72300318455801,1.09,0.30741102608069
2033.3696,2215.2,791.1,2.172,85.8964,0.5255,2.222044,1,1,2.8001516875237,4922.2718688,1757.8590084,0.425753964247182,2.71812063427955,1.09,0.30469279968254
2033.522,2226.2,771.4,2.1781,89.3399,0.5163,2.22356,1,1,2.88592170080373,4950.089272,1715.254184,0.464820674327607,2.72437130789242,1.09,0.306424437013784
2033.6744,2228.4,758.9,2.1958,89.5774,0.5054,2.223116,1,1,2.93635525102121,4953.99169440001,1687.1227324,0.467515125799685,2.72480242012795,1.09,0.306878931637917
2033.8268,2218.5,758.9,2.213,89.8482,0.4745,2.225268,1,1,2.92331005402556,4936.757058,1688.7558852,0.470587367730795,2.72529397883693,1.09,0.30577130797764
2033.9792,2187.8,797.2,2.2033,88.1329,0.5005,2.224812,1,1,2.74435524335173,4867.4436936,1773.6201264,0.451127188320035,2.72218035013121,1.09,0.304726343563212
2034.1316,2168.9,775.8,2.1902,88.1273,0.4908,2.220788,1,0.992965200262663,2.79569476669245,4816.6670932,1722.8873304,0.451063655990588,2.72217018495849,1.09,0.30718744257128
2034.2841,2192.3,804.8,2.1811,87.1913,0.5001,2.2138975,1,0.985059055118113,2.72403081510934,4853.52748925,1781.744708,0.440444680925893,2.72047114894814,1.09,0.310691574809494
2034.4364,2200.9,811.9,2.1732,86.1669,0.4658,2.213184,1,1,2.71080182288459,4870.9966656,1796.8840896,0.428822802660643,2.7186116484257,1.09,0.310342646090168
2034.5887,2210.4,821.3,2.1123,83.7294,0.4781,2.217887,1,1,2.69134299281627,4902.4174248,1821.5505931,0.401169221762999,2.71418707548208,1.09,0.305568295040626
2034.7412,2223.4,817.8,2.0747,83.3407,0.5069,2.219824,1,1,2.71875764245537,4935.5566816,1815.3720672,0.396759397395855,2.71348150358334,1.09,0.304073377179685
2034.8936,2238.2,836.8,2.0681,83.9865,0.5164,2.222404,1,1,2.67471319311663,4974.1846328,1859.7076672,0.404086036388142,2.7146537658221,1.09,0.302987489505503
2035.046,2234.9,842.7,2.1368,84.2211,0.5038,2.22492,1,1,2.65207072505043,4972.473708,1874.940084,0.406747587189614,2.71507961395034,1.09,0.30162190808537
2035.1984,2243.4,842.4,2.1766,80.2252,0.4937,2.227968,1,1,2.66310541310541,4998.2234112,1876.8402432,0.361413866611605,2.70782621865786,1.09,0.296606775884709
2035.3508,2224.6,818.1,2.1756,78.922,0.4989,2.228016,1,1,2.71922747830339,4956.4443936,1822.7398896,0.346628985944607,2.70546063775114,1.09,0.295547057349403
2035.5032,2226.3,818.1,2.1729,76.8496,0.4921,2.226936,1,1,2.72130546387972,4957.8276168,1821.8563416,0.323117486025724,2.70169879776412,1.09,0.294572905571903
2035.6556,2249.7,828,2.1857,79.9016,0.4758,2.225,1,1,2.71702898550725,5005.5825,1842.3,0.357742605574281,2.70723881689188,1.09,0.298186521282418
2035.808,2286.3,843.4,2.1898,81.7194,0.463,2.22548,1,1,2.7108133744368,5088.114924,1876.969832,0.378365653515096,2.71053850456242,1.09,0.299319333170298
2035.9604,2281.6,846.4,2.1888,83.5687,0.4532,2.233718,1,1,2.69565217391304,5096.45098879999,1890.6189152,0.39934607080905,2.71389537132945,1.09,0.295694771847488
2036.1128,2283.8,853.7,2.1727,86.6119,0.4748,2.239872,1,1,2.67517863418063,5115.4196736,1912.1787264,0.433871353839905,2.71941941661439,1.09,0.294305696694589
2036.2653,2283,846.6,2.196,89.6156,0.4844,2.239,1,1,2.69666902905741,5111.637,1895.5374,0.467948507046983,2.72487176112752,1.09,0.297192582733478
2036.4176,2249.7,846.6,2.2008,87.7887,0.5045,2.239,1,1,2.65733522324592,5037.0783,1895.5374,0.447222219070817,2.72155555505133,1.09,0.29576409675866
2036.5699,2221.9,842.2,2.1916,87.2447,0.4768,2.236204,1,1,2.63820945143671,4968.6216676,1883.3310088,0.441050507067404,2.72056808113079,1.09,0.297052350488108
