DEPTH,VP,VS,RHO_OLD,GR,NPHI,RHO,SW,SWX,VPVS,IP,IS,VSH,RHOm,RHOf,PHI
2137.3064,2463.3,960.3,2.2119,73.586,0.3715,2.279064,1,1,2.5651358950328,5614.01835119999,2188.5851592,0.28609175202878,2.6957746803246,1.09,0.259507566927366
2137.4587,2441.4,923.8,2.2403,76.4318,0.4081,2.280587,1,1,2.6427798224724,5567.8251018,2106.8062706,0.318377520446632,2.70094040327146,1.09,0.260936656885516
2137.6111,2443.6,937.9,2.1521,83.1069,0.4113,2.28144499999999,1,1,2.60539503145325,5574.93900199998,2139.76726549999,0.394106922641447,2.71305710762263,1.09,0.265925398185677
2137.7637,2443.2,937.9,2.0703,88.9466,0.4562,2.2773185,1,1,2.60496854675338,5563.9445592,2135.89702115,0.460358662689845,2.72365738603037,1.09,0.273214500082501
2137.916,2382.7,890.8,2.1032,91.8672,0.4649,2.278,1,1,2.67478670857656,5427.7906,2029.2424,0.493493041508167,2.72895888664131,1.09,0.275149602785613
2138.0684,2351,894.1,2.1646,90.5296,0.5058,2.27286999999999,1,1,2.62945979196958,5343.51736999997,2032.17306699999,0.478317890817423,2.72653086253079,1.09,0.277208864750185
2138.2207,2323,889.8,2.2194,91.2639,0.4624,2.261551,1,1,2.61069903349067,5253.58297300001,2012.3280798,0.486648567516147,2.72786377080258,1.09,0.284707909848985
2138.3733,2305.6,815.1,2.2524,91.8675,0.4463,2.2534345,1,1,2.82860998650472,5195.51858319999,1836.77446095,0.493496445025816,2.72895943120413,1.09,0.290138317124036
2138.5256,2283.2,943.1,2.2114,91.2712,0.4351,2.247976,1,1,2.4209521789842,5132.5788032,2120.0661656,0.486731386445604,2.7278770218313,1.09,0.293001864874276
2138.678,2299.5,943.1,2.0906,90.2403,0.4173,2.24266,1,1,2.43823560598028,5156.99667000001,2115.052646,0.475035765297961,2.72600572244767,1.09,0.295442562220701
2138.8303,2362.6,944.2,2.034,86.411,0.4211,2.240212,1,1,2.50222410506249,5292.72487119999,2115.2081704,0.431592131520998,2.71905474104336,1.09,0.293939011979842
2138.9829,2372,1020.5,2.0251,89.1099,0.4326,2.249632,1,1,2.32435080842724,5336.12710399999,2295.749456,0.462211310796752,2.72395380972748,1.09,0.290290831297486
2139.1353,2360.3,933.3,2.0689,88.3249,0.4542,2.259706,1,1,2.52898317797064,5333.5840718,2108.9836098,0.453305439615357,2.72252887033846,1.09,0.283500573097065
2139.2876,2381.7,976.9,2.084,88.2203,0.4542,2.259686,1,1,2.43801822090286,5381.89414619999,2207.4872534,0.45211874646176,2.72233899943388,1.09,0.283429483455543
2139.4399,2383.8,976.9,2.1052,89.2361,0.4318,2.25999499999999,1,1,2.44016787798137,5387.37608099997,2207.78911549999,0.463643057221073,2.72418288915537,1.09,0.284048922697568
2139.5923,2388.4,957.7,2.1038,91.8872,0.4549,2.2634615,1,1,2.49389161532839,5406.0514466,2167.71707855,0.493719942684763,2.72899519082956,1.09,0.28403603221919
2139.7449,2392.6,947.2,2.1257,94.8297,0.4457,2.2642245,1,1,2.52597128378378,5417.3835387,2144.6734464,0.527102778291457,2.73433644452663,1.09,0.285897661692931
2139.8972,2399,958.2,2.1834,97.0981,0.4357,2.264986,1,1,2.50365268211229,5433.701414,2170.3095852,0.552837909740981,2.73845406555856,1.09,0.287219447269299
2140.0496,2365.1,952,2.1868,101.4931,0.4249,2.266496,1,1,2.4843487394958,5360.4896896,2157.704192,0.602699443297963,2.74643191092767,1.09,0.289740802360473
2140.2019,2337.3,941.9,2.1507,103.5271,0.4135,2.262924,1,1,2.48147361715681,5289.1322652,2131.4481156,0.625775292957782,2.75012404687325,1.09,0.293472073843433
2140.3545,2317.1,943.3,2.1498,102.4263,0.4157,2.25709250000001,1,1,2.45637655040814,5229.90903175002,2129.11535525001,0.613286652197935,2.74812586435167,1.09,0.296137570077442
2140.5068,2311.2,960.1,2.1603,100.2164,0.4094,2.251728,1,1,2.40724924487033,5204.19375359999,2161.8840528,0.588215206689954,2.74411443307039,1.09,0.297673742049649
2140.6592,2327.5,919.4,2.1452,95.7777,0.4216,2.247408,1,1,2.53154231020231,5230.84212,2066.2669152,0.53785789406211,2.73605726304994,1.09,0.296860427652761
2140.8115,2328.4,919.2,2.1088,98.2856,0.4093,2.24645999999998,1,1,2.53307223672759,5230.65746399996,2064.94603199999,0.566310167101371,2.74060962673622,1.09,0.299374012323753
2140.9641,2342.3,863,2.0229,95.1057,0.4191,2.25,1,1,2.71413673232908,5270.175,1941.75,0.530234014528482,2.73483744232456,1.09,0.294763135765783
2141.1165,2346.2,864.3,1.9415,97.9281,0.4656,2.25066000000001,1,1,2.71456670137684,5280.49849200002,1945.24543800001,0.562254308569717,2.73996068937115,1.09,0.296552937608249
2141.2688,2404.1,961.4,1.9051,95.2498,0.5087,2.254344,1,0.97725016414972,2.50062408986894,5419.6684104,2167.3263216,0.531868837505857,2.73509901400094,1.09,0.292234698282218
2141.4211,2370.2,917.3,1.9686,96.9556,0.5067,2.25774299999999,1,0.951705111402388,2.58388749591192,5351.30245859999,2071.02765389999,0.551221238857734,2.73819539821724,1.09,0.291502086910886
2141.5735,2413.6,1039.7,2.0261,94.707,0.4693,2.26506,1,1,2.32143887659902,5466.948816,2354.982882,0.52571073957304,2.73411371833169,1.09,0.285292746542889
2141.7261,2538.9,1021,2.0105,90.8069,0.4624,2.26287099999999,1,1,2.48667972575906,5745.20318189999,2310.39129099999,0.481463875630927,2.72703422010095,1.09,0.28353910651442
2141.8784,2556.1,1023.4,2.0008,88.4917,0.4298,2.28236799999999,1,1,2.49765487590385,5833.96084479998,2335.77541119999,0.455197795428168,2.72283164726851,1.09,0.269754477141197
2142.0308,2390.5,1023.4,2.0508,85.7423,0.4147,2.300924,1,1,2.33584131326949,5500.358822,2354.7656216,0.424005690681509,2.71784091050904,1.09,0.25611649628505
2142.1831,2438.4,1067,2.2238,81.1221,0.4003,2.28721099999997,1,1,2.28528584817245,5577.13530239992,2440.45413699996,0.371589249876055,2.70945427998017,1.09,0.260731831210062
2142.3357,2414.4,964.9,2.2151,80.2146,0.4091,2.26892699999999,1,1,2.50222821017722,5478.09734879998,2189.28766229999,0.361293608988009,2.70780697743808,1.09,0.271280803926985
2142.488,2330.1,939.7,2.0624,81.9566,0.4303,2.2738,1,1,2.47962115568799,5298.18138000001,2136.68986,0.381056701469525,2.71096907223512,1.09,0.269696121735571
2142.6404,2328.1,961,1.9084,81.7223,0.4128,2.26291999999993,1,1,2.42258064516129,5268.30405199983,2174.66611999993,0.378398554185703,2.71054376866971,1.09,0.2762182529863
2142.7927,2356.2,962.5,1.8453,79.9054,0.4563,2.2505365,1,1,2.448,5302.7141013,2166.14138125,0.357785716797834,2.70724571468765,1.09,0.282399397036498
2142.9453,2403.9,943.4,1.8216,76.6832,0.4567,2.25158549999999,0.990387393302699,1,2.54812380750477,5412.58638344998,2124.14576069999,0.321229668236445,2.70139674691783,1.08702009192384,0.278628438739106
2143.0977,2470.5,1033.9,1.8607,83.5301,0.512,2.2569195,0.979625984251928,1,2.38949608279331,5575.71962474999,2333.42907105,0.39890815153822,2.71382530424612,1.0836840551181,0.280286020914153
2143.25,2515,1034.5,1.9232,85.7408,0.4674,2.27200000000001,1,1,2.43112614789754,5714.08000000002,2350.38400000001,0.423988673093264,2.71783818769492,1.09,0.273883602845217
2143.4023,2488,999.5,2.0465,91.2376,0.46,2.28423000000001,1,1,2.48924462231116,5683.16424000003,2283.08788500001,0.486350192468923,2.72781603079503,1.09,0.27083996154299
2143.5547,2535.1,993.1,2.0755,90.1179,0.4587,2.29235899999999,1,1,2.55271372470043,5811.35930089999,2276.54172289999,0.473647130097193,2.72578354081555,1.09,0.264964483381135
2143.7073,2548.9,968.5,2.0544,90.4045,0.4487,2.28880300000002,1,1,2.63180175529169,5833.92996670005,2216.70570550002,0.476898623957815,2.72630377983325,1.09,0.267371367850665
2143.8596,2480.2,952.1,2.0614,87.1516,0.4306,2.29989399999999,1,1,2.60497846864825,5704.19709879999,2189.7290774,0.43999428209035,2.72039908513446,1.09,0.2579154324659
2144.012,2461.1,914.1,2.1149,85.1931,0.4029,2.30007999999997,1,1,2.69237501367465,5660.72688799993,2102.50312799997,0.417774984372182,2.71684399749955,1.09,0.256179448146314
2144.1643,2413.5,966.4,2.1569,84.2139,0.3888,2.284714,1,1,2.4974130794702,5514.157239,2207.9476096,0.406665902766039,2.71506654444257,1.09,0.264821490488677
2144.3169,2362,967.9,2.2035,85.6326,0.3804,2.28014100000004,1,1,2.44033474532493,5385.6930420001,2206.94847390004,0.42276113772788,2.71764178203646,1.09,0.268794268410234
2144.4692,2341.7,934.4,2.2201,88.0909,0.3732,2.266502,1,1,2.50610017123288,5307.4677334,2117.8194688,0.450650695849183,2.72210411133587,1.09,0.279150152353308
2144.6216,2419.1,1045.3,2.1338,88.7155,0.4114,2.25692,1,1,2.31426384769922,5459.71517199999,2359.158476,0.457736819594278,2.72323789113508,1.09,0.285517433599952
2144.7739,2456.5,1098.5,2.037,91.0521,0.4232,2.26002050000002,1,1,2.2362312243969,5551.74035825005,2482.63251925002,0.484245684055995,2.72747930944896,1.09,0.285474635771884
2144.9265,2442.1,998.6,2.0011,91.2109,0.4362,2.274385,1,1,2.44552373322652,5554.27560849999,2271.200861,0.486047279398167,2.72776756470371,1.09,0.27682961518763
2145.0789,2451.8,973.7,2.0505,92.1867,0.4283,2.279422,1,1,2.51802403204272,5588.6868596,2219.4732014,0.497117787804289,2.72953884604869,1.09,0.274538689420794
2145.2312,2431.9,978.4,2.0457,86.8846,0.4259,2.27793600000001,1,1,2.48558871627146,5539.71255840002,2228.73258240001,0.436965151382793,2.71991442422125,1.09,0.27116664387605
2145.3835,2397.2,985.8,1.9745,85.1732,0.4363,2.2779125,1,1,2.43173057415297,5460.61184500001,2245.5661425,0.417549217701468,2.71680787483223,1.09,0.269789310478652
2145.5359,2430.7,982.5,1.9226,83.288,0.4544,2.27212800000001,1,1,2.47399491094148,5522.86152960002,2232.36576000001,0.396161512795525,2.71338584204728,1.09,0.271813287154701
2145.6885,2474.5,954,1.998,86.5431,0.4507,2.27054000000001,1,1,2.59381551362683,5618.45123000002,2166.09516000001,0.433090813792415,2.71929453020679,1.09,0.275428734269319
2145.8408,2522.3,983.8,2.1144,84.1742,0.4551,2.27907999999998,1,1,2.56383411262452,5748.52348399995,2242.15890399998,0.406215503930496,2.71499448062888,1.09,0.2682559761435
2145.9932,2569.8,983.8,2.187,85.6515,0.444,2.29012599999999,1,1,2.61211628379752,5885.16579479998,2253.02595879999,0.422975559339763,2.71767608949436,1.09,0.262675167531144
2146.1455,2576.4,1048.5,2.1452,85.5483,0.4447,2.30055000000002,1,1,2.45722460658083,5927.13702000006,2412.12667500002,0.421804749268527,2.71748875988296,1.09,0.256185339131267
2146.2981,2572.7,1086,2.1834,86.5819,0.461,2.306981,1,1,2.36896869244936,5935.1700187,2505.381366,0.433531002075011,2.719364960332,1.09,0.253094899161188
2146.4504,2578.5,1060.4,2.2304,83.8317,0.4358,2.307748,1,0.998719160104986,2.43162957374576,5950.528218,2447.1359792,0.402329821281288,2.71437277140501,1.09,0.250327251578648
2146.6028,2519.2,1105.6,2.2717,83.0442,0.4338,2.307028,1,0.994399999999996,2.27858176555716,5811.86493760001,2550.6501568,0.393395587452819,2.71294329399245,1.09,0.250110583342622
2146.7551,2492.9,1105.6,2.3004,82.1045,0.3941,2.309653,1,0.986216535433076,2.25479377713459,5757.7339637,2553.5523568,0.382734635670453,2.71123754170727,1.09,0.247702468871019
2146.9077,2484.2,1103.8,2.3136,83.4527,0.3881,2.313846,1,0.967028233749159,2.25058887479616,5748.05623319999,2554.0232148,0.398030043984793,2.71368480703757,1.09,0.246253956004602
2147.0601,2481.9,1137.9,2.312,81.109,0.3462,2.30448749999997,1,0.964685039370164,2.18112312153968,5719.50752624994,2622.27632624997,0.371440629605385,2.70943050073686,1.09,0.250052719491595
2147.2124,2493.1,1074.1,2.2656,82.5119,0.3481,2.286876,1,1,2.32110604226794,5701.4105556,2456.3335116,0.387356612637715,2.71197705802203,1.09,0.262088206438898
2147.3647,2464.6,1028,2.2073,82.7345,0.3584,2.2869705,1,1,2.39747081712062,5636.4674943,2351.005674,0.389882022733229,2.71238112363732,1.09,0.2622137409264
2147.5171,2529.3,1007.5,2.1545,88.1813,0.4074,2.287803,1,1,2.51047146401985,5786.54012789999,2304.9615225,0.451676289167397,2.72226820626678,1.09,0.266172682037633
2147.6697,2533.8,1005.9,2.1688,90.4452,0.4382,2.28722749999999,1,1,2.51893826424098,5795.37703949998,2300.72214224999,0.477360367852187,2.72637765885635,1.09,0.268367241803628
2147.822,2547.6,1007.3,2.2164,95.4577,0.453,2.29722,1,1,2.5291372977266,5852.397672,2313.989706,0.534227475236573,2.73547639603785,1.09,0.266340129273887
2147.9744,2519,1055.5,2.2554,92.235,0.4121,2.299116,1,0.990066186107446,2.38654666035054,5791.473204,2426.716938,0.497665754145768,2.72962652066332,1.09,0.262566209583604
2148.1267,2496.9,1040.7,2.2935,86.5454,0.3889,2.299398,1,0.945720472441116,2.39925050446815,5741.36686620001,2392.98349860001,0.433116907427723,2.71929870518844,1.09,0.257718676048335
2148.2793,2452.3,1026.6,2.2778,80.5779,0.3708,2.29301749999999,1,0.92932370321741,2.38875901032535,5623.16681524999,2354.01176549999,0.365415268860877,2.70846644301774,1.09,0.256692960678946
2148.4316,2475.2,1026.6,2.244,77.129,0.372,2.28684000000002,1,1,2.41106565361387,5660.38636800004,2347.66994400002,0.326287295462771,2.70220596727404,1.09,0.257638276811701
2148.584,2407.3,1021,2.1988,83.0507,0.3893,2.2821,1,1,2.35778648383937,5493.69932999999,2330.0241,0.393469330335212,2.71295509285363,1.09,0.26547567135457
2148.7363,2446.8,1041.4,2.1821,88.6071,0.3875,2.27919199999999,1,1,2.34952947954676,5576.72698559997,2373.55054879999,0.456507015217127,2.72304112243474,1.09,0.271792985698368
2148.8889,2607.3,1070.7,2.1726,95.0424,0.4191,2.27300049999999,1,1,2.43513589240684,5926.39420364998,2433.70163534999,0.529515872304556,2.73472253956873,1.09,0.280729441264791
2149.0413,2577.3,1030.5,2.1473,93.0285,0.417,2.29328099999996,1,1,2.50101892285298,5910.47312129991,2363.22607049996,0.506668058327216,2.73106688933235,1.09,0.266769070888084
2149.1936,2596.2,1030.5,2.1221,91.644,0.4315,2.311724,1,1,2.5193595342067,6001.6978488,2382.231582,0.490960824377355,2.72855373190038,1.09,0.254388808731309
2149.3459,2615.4,1078.5,2.1732,85.8735,0.4182,2.30983599999999,1,1,2.4250347705146,6041.14507439996,2491.15812599999,0.425494162399979,2.718079065984,1.09,0.25075137597035
2149.4983,2562.2,966.1,2.2245,80.1249,0.4142,2.3144575,1,1,2.65210640720422,5930.10300650001,2235.99739075,0.360275957210976,2.70764415315376,1.09,0.243061276725907
2149.6509,2412.2,943,2.1724,73.65,0.4266,2.31089199999997,1,1,2.55800636267232,5574.33368239993,2179.17115599997,0.286817835793888,2.69589085372702,1.09,0.239741606867943
2149.8032,2341.2,944.2,2.0742,75.2658,0.438,2.28694000000002,1,1,2.4795594153781,5354.18392800005,2159.32874800002,0.305149181851082,2.69882386909617,1.09,0.256015513573617
2149.9556,2363,942.8,2.0682,81.7958,0.4262,2.26527400000002,1,1,2.50636402206194,5352.84246200005,2135.70032720002,0.379232416009693,2.71067718656155,1.09,0.274825357112913
2150.1079,2375.4,931.8,2.1594,86.3042,0.3795,2.253474,1,1,2.5492594977463,5352.90213960001,2099.7870732,0.430380479237975,2.71886087667808,1.09,0.285713091487094
2150.2605,2388.2,948.8,2.0666,86.5092,0.365,2.2599075,1,1,2.5170741989882,5397.1110915,2144.200236,0.432706216298085,2.71923299460769,1.09,0.281927444464931
2150.4128,2525.1,1015.1,1.9526,88.4549,0.389,2.262384,1,1,2.48753817357896,5712.7458384,2296.5459984,0.454780297263231,2.72276484756212,1.09,0.281963963304032
2150.5652,2622.7,1012.1,1.9065,89.941,0.4424,2.27510600000001,1,1,2.59134472878174,5966.92050620003,2302.63478260001,0.471640189190201,2.72546243027043,1.09,0.275369474672649
2150.7175,2620,1010.8,1.9733,89.9019,0.4667,2.29985000000007,1,0.998086614173224,2.59200633161852,6025.60700000018,2324.68838000007,0.471196597389956,2.72539145558239,1.09,0.260207703867928
2150.8701,2574.4,958.7,2.107,84.5379,0.4655,2.318,1,0.985028233749159,2.6853030144988,5967.4592,2222.2666,0.410341701826895,2.7156546722923,1.09,0.244612019434348
2151.0225,2436.2,911,2.1894,82.7033,0.4303,2.31574999999999,1,0.976909448818921,2.6742041712404,5641.63014999999,2109.64824999999,0.389528056897739,2.71232448910364,1.09,0.244448315837702
2151.1748,2411.3,904.1,2.2722,84.9839,0.395,2.29603200000004,1,1,2.66707222652361,5536.42196160009,2075.84253120003,0.415401598064987,2.7164642556904,1.09,0.258494617523517
2151.3271,2458.7,899.6,2.2404,88.4586,0.3667,2.27437400000001,1,1,2.73310360160071,5592.00335380003,2046.02685040001,0.454822273980902,2.72277156383694,1.09,0.274623574888344
2151.4795,2502.9,944.7,2.0251,88.2012,0.396,2.27437249999999,1,1,2.64941251190854,5692.52693024999,2148.59970074999,0.451902055838111,2.7223043289341,1.09,0.274416860259511
2151.6321,2474.5,946.1,1.7985,88.6465,0.4517,2.28420999999999,1,1,2.61547405136878,5652.27764499998,2161.09108099999,0.456954010535022,2.7231126416856,1.09,0.268752216156138
2151.7844,2582.7,1040.9,1.7478,90.5587,0.4894,2.288468,1,1,2.48121817657796,5910.42630359999,2382.0663412,0.47864803202937,2.7265836851247,1.09,0.267701364193496
2151.9368,2610.7,1048.7,1.8625,91.1286,0.4616,2.29383199999997,1,1,2.489463144846,5988.50720239993,2405.54161839997,0.485113581056475,2.72761817296904,1.09,0.264888470419572
2152.0891,2607,1075.7,2.1051,87.3181,0.4279,2.31211850000001,1,1,2.42353816119736,6027.69292950002,2487.14587045001,0.441883234385512,2.72070131750168,1.09,0.250556501743461
2152.2417,2582.1,1090.8,2.2434,84.7476,0.4105,2.3157915,1,1,2.36716171617162,5979.60523215,2526.0653682,0.412720760663504,2.71603532170616,1.09,0.246147064804346
2152.394,2529.2,1087.5,2.2557,81.9004,0.3836,2.31503,1,0.978225721784959,2.32570114942529,5855.173876,2517.595125,0.380419109163291,2.71086705746613,1.09,0.24421315470803
2152.5464,2496.7,1080.3,2.2944,82.5017,0.3516,2.308072,1,0.953760000000057,2.31111728223642,5762.56336239999,2493.4101816,0.387240893037651,2.71195854288602,1.09,0.24901163143626
2152.6987,2515.8,1099.5,2.3069,80.4805,0.3195,2.29861050000001,1,1,2.2881309686221,5782.84429590003,2527.32224475001,0.364310260130854,2.70828964162094,1.09,0.253155634865571
2152.8513,2478.1,997.6,2.2513,81.295,0.3368,2.29205199999999,1,1,2.48406174819567,5679.93406119997,2286.55107519999,0.373550810547728,2.70976812968764,1.09,0.257886374001076
2153.0037,2439.7,983.3,2.1916,83.1698,0.4086,2.28985199999999,1,0.995507874015725,2.48113495372725,5586.55192439998,2251.61147159999,0.394820526841842,2.71317128429469,1.09,0.260797667128916
2153.156,2375.2,984.9,2.17,86.5289,0.4147,2.28348,1,0.972862770847022,2.41161539242563,5423.721696,2248.999452,0.432929713957032,2.71926875423313,1.09,0.267475057814046
2153.3083,2368.8,948.8,2.1985,83.2764,0.4125,2.275755,1,0.962588466579315,2.49662731871838,5390.80844400001,2159.236344,0.396029910113099,2.7133647856181,1.09,0.269569593658194
2153.4607,2363.8,985.1,2.1707,83.3065,0.3677,2.261393,1,1,2.39955334483809,5345.4807734,2227.6982443,0.396371396383876,2.71341942342142,1.09,0.278440935780328
2153.6133,2442.9,953.7,2.0849,78.4968,0.3988,2.259867,1,1,2.56149732620321,5520.6290943,2155.2351579,0.341805066930174,2.70468881070883,1.09,0.275484543993067
2153.7656,2510.7,1070.6,1.988,82.646,0.4416,2.26490400000002,1,1,2.34513356996077,5686.49447280006,2424.80622240003,0.388877985026791,2.71222047760429,1.09,0.275743330687617
2153.918,2641.3,1075.7,1.9125,81.9094,0.458,2.26205999999996,0.96314875491461,1,2.45542437482569,5974.7790779999,2433.29794199996,0.380521214692759,2.71088339435084,1.07857611402353,0.274962563581093
2154.0703,2669,1136.7,1.8845,84.7236,0.4809,2.20384199999999,0.88436220472441,1,2.34802498460456,5882.05429799997,2505.10720139999,0.412448479251589,2.71599175668025,1.05415228346457,0.30818244778435
2154.2229,2773.2,1126.9,1.9379,79.0358,0.4398,2.22337400000002,0.869542350623738,1,2.46091046233029,6165.86077680005,2505.52016060002,0.347920053639438,2.70566720858231,1.04955812869336,0.291220677695114
2154.3752,2754.8,1209.9,2.0815,76.6552,0.3918,2.23589599999998,0.848685039370086,1,2.27688238697413,6159.44630079995,2705.21057039998,0.32091200658921,2.70134592105427,1.04309236220473,0.280686821729005
2154.5276,2673.4,1238.3,2.1954,73.7792,0.3329,2.24072000000002,0.835880000000011,1,2.15892756198013,5990.34084800006,2774.68357600003,0.288283617394698,2.69612537878315,1.0391228,0.274836855786647
2154.6799,2710.1,1197.5,2.2192,79.3874,0.324,2.21021099999999,0.760287401574776,1,2.26313152400835,5989.89283109998,2646.72767249999,0.351908976323997,2.70630543621184,1.01568909448818,0.293439986334248
2154.8325,2738.6,1197.5,2.1974,79.9984,0.3361,2.18627500000006,0.715940249507562,1,2.28693110647182,5987.33271500015,2618.06431250007,0.358840807269006,2.70741452916304,1.00194147734734,0.305568902779299
2154.9849,2778.7,1173.9,2.1644,78.2592,0.3366,2.1610285,0.680791338582691,1,2.36706704148565,6004.84989295001,2536.83135615,0.339109480952214,2.70425751695235,0.991045314960634,0.317082154983961
2155.1372,2801,1176.9,2.1568,72.5216,0.3257,2.15848800000001,0.675922521339466,1,2.37998130682301,6045.92488800003,2540.32452720001,0.274016071410338,2.69384257142565,0.989535981615235,0.314118700606089
2155.2896,2722.4,1172,2.1612,67.996,0.3096,2.161448,0.675193315858442,1,2.32286689419795,5884.3260352,2533.217056,0.222672873170184,2.68562765970723,0.989309927916117,0.309010305017419
2155.4419,2749.6,1059.8,2.1615,67.3191,0.2832,2.16639949999997,0.677755905511717,1,2.59445178335535,5956.73206519993,2295.95019009997,0.21499340284829,2.68439894445573,0.990104330708632,0.305731624389779
2155.5945,2760.8,1059.8,2.183,70.8472,0.2919,2.18242250000002,0.716214707813551,1,2.60501981505944,6025.23203800007,2312.93136550003,0.255019904905717,2.69080318478491,1.0020265594222,0.301034889487353
2155.7468,2762.4,1233.3,2.202,71.2221,0.3093,2.203404,0.744806303348651,1,2.23984432011676,6086.6832096,2717.4581532,0.25927316746101,2.69148370679376,1.01088995403808,0.29042099317188
2155.8992,2693.2,1355.4,2.2078,70.6893,0.3204,2.20797599999999,0.751795543905648,1,1.98701490334956,5946.52096319998,2992.69067039999,0.253228520116491,2.69051656321864,1.01305661861075,0.287661451929001
2156.0515,2732.8,1363.3,2.1985,64.7836,0.3249,2.19233499999999,0.736070866141714,1,2.00454778845449,5991.21308799998,2988.81030549999,0.186228006185326,2.67979648098965,1.00818196850393,0.29161118029826
2156.2041,2736.1,1362.9,2.1764,61.69,0.3163,2.17538499999999,0.711552856204863,1,2.00755741433708,5952.07089849996,2964.83221649998,0.151130932189449,2.67418094915031,1.00058138542351,0.298037810215245
2156.3564,2706.5,1256.6,2.161,58.8946,0.3202,2.161,0.699679790026246,1,2.15382778927264,5848.7465,2715.5126,0.119416954736619,2.66910671275786,0.996900734908136,0.303854142066416
2156.5088,2695.1,1256.6,2.1609,56.6084,0.3105,2.160736,0.696436638214045,1,2.14475568995703,5823.39959359999,2715.1808576,0.0934798812399242,2.66495678099839,0.995895357846354,0.302098397341283
2156.6611,2660.8,1327.3,2.1576,56.1563,0.3097,2.1570835,0.687482306684147,1,2.00467113689445,5739.56777680001,2863.09692955,0.0883507801429705,2.66413612482287,0.993119515072086,0.303439607879477
2156.8137,2680.7,1309.4,2.1552,54.4995,0.3132,2.154041,0.676154957321068,1,2.04727356040935,5774.3377087,2820.5012854,0.0695542866737535,2.6611286858678,0.989608036769531,0.303369082602334
2156.9661,2627.9,1401.2,2.1483,55.0432,0.3189,2.146017,0.666074803149597,1,1.87546388809592,5639.5180743,3006.9990204,0.0757225951595172,2.66211561522552,0.986483188976375,0.308002284475239
2157.1184,2629.8,1400,2.1417,55.7592,0.3172,2.140528,0.660397898883783,1,1.87842857142857,5629.16053440001,2996.73920000001,0.0838456572816559,2.66341530516506,0.984723348653973,0.311484964907917
2157.2708,2609.1,1400,2.1336,57.6885,0.3246,2.13081400000001,0.653795543905648,1,1.86364285714286,5559.50680740002,2983.13960000001,0.105733679281994,2.66691738868512,0.982676618610751,0.318305671143112
2157.4231,2623.3,1270.7,2.1255,56.7729,0.3229,2.124769,0.645724409448816,1,2.06445266388605,5573.9065177,2699.9439683,0.0953461434174267,2.66525538294679,0.980174566929133,0.320748048288934
2157.5757,2590.8,1196.9,2.1235,55.7864,0.3214,2.1198365,0.636591595535133,1,2.16459186231097,5492.07240420001,2537.23230685,0.0841542428818265,2.66346467886109,0.977343394615891,0.322413449103957
2157.728,2555,1199.7,2.1132,57.4722,0.3202,2.11131999999999,0.619475377544312,0.990066973079426,2.12969909143953,5394.42259999998,2532.95060399999,0.103279743057108,2.66652475888914,0.972037367038737,0.327653520208761
2157.8804,2531.6,1229.3,2.1073,59.1026,0.3215,2.110618,0.613602228047186,0.971563564875498,2.05938338892052,5343.24052879999,2594.58270739999,0.121776726973218,2.66948427631571,0.970216690694628,0.32888656327276
2158.0327,2451,1229.3,2.1159,59.5576,0.3283,2.116,0.617,0.984334645669306,1.99381761978362,5186.316,2601.1988,0.126938728740778,2.67031019659852,0.97127,0.326249018538968
2158.1853,2209.6,1044,2.1162,58.1797,0.3287,2.115147,0.622447143795154,0.98077478660534,2.11647509578544,4673.6288112,2208.213468,0.111306372179193,2.66780901954867,0.972958614576498,0.326083067819632
2158.3376,2200.1,1019.6,2.1143,57.2458,0.3384,2.11024000000003,0.631758530183732,0.922388451443605,2.15780698313064,4642.73902400007,2151.60070400003,0.10071122173804,2.66611379547809,0.975845144356957,0.328867127192682
2158.49,2238.4,970.4,2.1038,56.4344,0.3415,2.104,0.619309914642208,0.921848325672754,2.30667765869744,4709.5936,2041.7216,0.0915058410035385,2.66464093456057,0.971986073539084,0.331219876816607
2158.6423,2323.6,928.2,2.1041,56.9917,0.3527,2.10103899999999,0.598842726081253,0.993284403669716,2.50333979745744,4881.97422039998,1950.18439979999,0.0978284422893875,2.6656525507663,0.965641245085189,0.33212340934409
2158.7949,2421.7,1076.7,2.0975,61.9035,0.3766,2.09035700000001,0.576862770847022,0.980602101116217,2.24918733166156,5062.21754690001,2250.68738190001,0.153553102249612,2.67456849635994,0.958827458962577,0.34050097516239
2158.9473,2511.9,1075.1,2.0833,65.2482,0.3949,2.08087150000001,0.545149606299229,0.973090551181148,2.33643382010976,5226.94112085003,2237.14494965001,0.191498920517652,2.68063982728282,0.948996377952761,0.34635786455627
2159.0996,2580.5,1101.3,2.0743,65.3476,0.4033,2.074018,0.53892252133946,0.958010505581084,2.34313992554254,5352.00344899999,2284.11602339999,0.192626619365335,2.68082025909845,0.947065981615233,0.34999322970918
2159.252,2568.6,1144,2.0712,61.5062,0.3708,2.07048,0.545884010484917,0.971475098296213,2.24527972027972,5318.234928,2368.62912,0.149045710376531,2.67384731366025,0.949224043250324,0.349854558970918
2159.4043,2581.7,1194.9,2.0693,58.8778,0.341,2.06960200000001,0.55901574803151,0.966232283464571,2.16059921332329,5343.09148340002,2472.96742980001,0.119226357748278,2.66907621723972,0.953294881889768,0.349388470948395
