API,bottom,file_number,fluid_bbl,fluid_bbl_per_ft,fluid_gal,fluid_gal_per_ft,ft_per_stage,lateral_length,max_treat_press,max_treat_rate,propp_lbs,propp_lbs_per_ft,stages,top,treatment_date
33053044990000,21674,24127,3762,11,158004,484,163,326,7169,25,140200,430,2,21348,5/21/13
33053045670000,20181,24326,65070,7,2732940,306,297,8924,9142,36.6,3449380,386,30,11257,5/20/13
33061023190000,20465,24369,36575,3,1536150,164,310,9327,7966,29.9,1929360,206,30,11138,5/20/13
33061023220000,20841,24388,42444,4,1782648,180,328,9868,8142,32,1749875,177,30,10973,5/20/13
33053039840000,20860,22405,39766,4,1670172,178,323,9380,8463,30,1424270,151,29,11480,5/20/13
33025016540000,20680,22584,62450,7,2622900,296,268,8852,8425,31.3,3747904,423,33,11828,5/20/13
33105026280000,18138,22958,173719,27,7296198,1152,253,6329,8972,82,2719105,429,25,11809,5/20/13
33053044450000,21465,23982,106271,10,4463382,442,305,10095,9252,41.2,4020518,398,33,11370,5/20/13
33053047510000,20443,24852,80570,9,3383940,378,297,8933,9089,47,2724174,304,30,11510,5/19/13
33061023710000,20907,24712,78586,7,3300612,334,328,9865,8712,42,2851820,289,30,11042,5/19/13
33025018160000,20271,23382,0,0,0,0,303,9107,8369,35.7,4488743,492,30,11164,5/19/13
33105028660000,19123,24231,9602,1,403284,45,180,8821,5821,20.3,263775,29,49,10302,5/19/13
33023010090000,18130,24999,49237,5,2067954,223,257,9267,5768,30,1818940,196,36,8863,5/18/13
33025018170000,20067,23383,74401,7,3124842,326,319,9573,8856,36.9,3610374,377,30,10494,5/18/13
33061023990000,20560,24896,35723,3,1500366,151,267,9906,8754,31.8,2787094,281,37,10654,5/18/13
33025016970000,20470,22845,9497,4,398874,185,306,2145,7761,28.8,449936,209,7,18325,5/18/13
33013017020000,10268,24958,1383,461,58086,19362,3,3,3800,40,48700,16233,1,10265,5/17/13
33053044640000,21490,24041,80472,8,3379824,339,383,9958,9135,50.6,2785680,279,26,11532,5/17/13
33025019460000,20650,24206,47449,4,1992858,199,321,9969,8571,40.9,3044420,305,31,10681,5/17/13
33089007550000,21470,24617,26260,2,1102920,101,362,10874,8054,26.2,1634625,150,30,10596,5/17/13
33105025260000,20728,22336,50080,5,2103360,219,319,9578,7790,31,2652030,276,30,11150,5/16/13
33061023010000,20400,24166,71244,7,2992248,311,266,9591,8269,38.7,3970189,413,36,10809,5/16/13
33053042880000,21860,23494,21466,2,901572,89,348,10115,8410,30.7,2752808,272,29,11745,5/16/13
33053042870000,20290,23493,52593,6,2208906,263,279,8398,8476,30.5,2814080,335,30,11892,5/16/13
33025015040000,17891,21707,36440,5,1530480,244,298,6263,7751,40,2435748,388,21,11628,5/16/13
33023009450000,18826,24311,57408,6,2411136,259,290,9295,6602,33,2386310,256,32,9531,5/16/13
33053045660000,20281,24323,64401,7,2704842,302,297,8932,9350,34,3412443,382,30,11349,5/16/13
33089007400000,19845,23782,34200,3,1436400,151,317,9512,8627,46,2372600,249,30,10333,5/16/13
33025019080000,20380,24061,55405,6,2327010,265,292,8776,8328,31,2683571,305,30,11604,5/16/13
33025019070000,20285,24060,39189,4,1645938,186,304,8830,8375,31,2646079,299,29,11455,5/15/13
33025016710000,20330,22668,29194,3,1226148,131,309,9295,7938,36.1,2601810,279,30,11035,5/15/13
33025019470000,20658,24207,47429,4,1992018,200,320,9941,8636,38.5,3067400,308,31,10717,5/15/13
33033003260000,12153,25078,0,0,0,0,35,35,0,0,0,0,1,12118,5/15/13
33053045720000,20572,24337,110326,11,4633692,474,348,9756,8232,40,9706663,994,28,10816,5/15/13
33025015040000,20667,21707,16665,6,699930,283,274,2466,8127,35,883412,358,9,18201,5/15/13
33023009740000,14259,24636,44640,6,1874880,269,224,6969,8461,25.8,2060683,295,31,7290,5/15/13
33053043320000,21055,23617,75507,7,3171294,328,311,9647,8259,25.3,4017147,416,31,11408,5/15/13
33061023700000,20308,24711,76145,8,3198090,344,309,9276,7262,50,2667411,287,30,11032,5/15/13
33053042730000,21403,23457,31763,3,1334046,132,346,10051,8009,25.6,1831060,182,29,11352,5/14/13
33023009730000,17850,24635,49885,4,2095170,201,346,10406,9664,41.8,2390899,229,30,7444,5/14/13
33105028510000,20502,24114,62435,6,2622270,289,323,9060,7623,38,3274667,361,28,11442,5/14/13
33053047610000,19115,24894,132681,16,5572602,703,226,7921,8210,59,4106348,518,35,11194,5/14/13
33053044870000,20448,24097,244102,26,10252284,1092,268,9386,8461,83,4064497,433,35,11062,5/14/13
33023902590000,5050,90259,71,0,3000,7,419,419,0,0,0,0,1,4631,5/14/13
33053043880000,20954,23780,47866,5,2010372,212,337,9454,9200,7369,2347343,248,28,11500,5/14/13
33025019480000,20640,24208,48630,4,2042460,207,317,9839,8583,45.3,3063700,311,31,10801,5/14/13
33053043950000,20657,23796,97569,10,4097898,454,321,9013,8994,36,3878724,430,28,11644,5/14/13
33105027010000,21623,23245,44900,4,1885800,186,347,10086,7597,25.9,2544690,252,29,11537,5/14/13
33105902840000,6148,90284,285,0,11970,31,128,384,2300,5,0,0,3,5764,5/13/13
33053041300000,12170,22914,143410,147,6023220,6177,243,975,6424,40,480140,492,4,11195,5/13/13
33053038330000,21280,21723,25875,2,1086750,112,458,9637,7727,26.7,1288999,133,21,11643,5/13/13
33053044630000,21435,24040,79131,7,3323510,334,382,9932,9092,55.1,3166310,318,26,11503,5/13/13
33061023250000,16222,24393,26495,4,1112790,170,284,6538,6139,37,1931100,295,23,9684,5/13/13
33053043340000,20727,23619,93823,10,3940566,422,202,9317,8342,27.4,4051183,434,46,11410,5/13/13
33053045540000,20792,24291,62576,6,2628192,278,294,9422,8182,28.3,3600660,382,32,11370,5/13/13
33009023090000,6919,25273,2467,0,103653,32,129,3225,6527,3.5,238099,73,25,3694,5/13/13
33053045970000,20750,24409,33166,3,1392972,144,320,9627,7957,27.4,1878261,195,30,11123,5/12/13
33061019600000,19751,22073,58603,6,2461345,270,569,9109,8849,48.5,3345774,367,16,10642,5/12/13
33061019590000,19571,22072,58699,6,2465376,273,562,8999,8499,48.7,3111684,345,16,10572,5/12/13
33023009840000,18280,24701,22988,2,965496,98,393,9834,5432,23.3,1579760,160,25,8446,5/12/13
33053046150000,21430,24460,49878,4,2094876,209,333,10006,9618,40.8,3155364,315,30,11424,5/12/13
33025019490000,20625,24209,48432,4,2034144,204,320,9946,8815,45.2,3057420,307,31,10679,5/12/13
33053047500000,20520,24851,79993,8,3359706,370,301,9056,8416,42,2694731,297,30,11464,5/12/13
33053041300000,18934,22914,36729,5,1542618,239,306,6440,7699,40,2444100,379,21,12494,5/12/13
33053041300000,20463,22914,9957,8,418194,347,241,1205,7621,30,401740,333,5,19258,5/11/13
33013016840000,18846,23515,59613,6,2503746,281,296,8901,9290,37.2,3327270,373,30,9945,5/11/13
33053042470000,20952,23386,84255,9,3538710,392,322,9019,8696,39.8,3524900,390,28,11933,5/11/13
33053042460000,20682,23385,72054,7,3026268,329,306,9184,8609,39.8,3598679,391,30,11498,5/11/13
33061024630000,17215,25152,32852,4,1379784,197,318,6999,7127,40.7,1795480,256,22,10216,5/11/13
33023009830000,18155,24700,22650,2,951300,99,383,9593,5336,25,1532220,159,25,8562,5/10/13
33023009820000,17977,24699,22458,2,943236,99,380,9519,5555,25.9,1563360,164,25,8458,5/10/13
33053040180000,21355,22512,91186,8,3829812,374,353,10240,8992,36.7,3652206,356,29,11115,5/10/13
33053045560000,21224,24293,62054,6,2606268,265,306,9823,7641,26.9,3605780,367,32,11401,5/10/13
33053042480000,21174,23387,75145,7,3156090,328,299,9595,8890,40,3748431,390,32,11579,5/10/13
33053042490000,21602,23388,97127,9,4079334,407,312,9999,9304,39.7,3874306,387,32,11603,5/10/13
33053044620000,21440,24039,68938,6,2895396,289,384,9985,9182,51,2673200,267,26,11455,5/10/13
33089004400000,9718,13794,71,7,3000,300,10,10,0,3,0,0,1,9708,5/10/13
33053043870000,20905,23779,39776,4,1670592,174,318,9569,9453,0,3090240,322,30,11336,5/10/13
33105025380000,20264,22414,74296,7,3120432,331,269,9418,8811,30.7,4126169,438,35,10846,5/9/13
33053046700000,21065,24616,49793,5,2091306,213,315,9785,9268,42.3,3063420,313,31,11280,5/9/13
33025019030000,20077,24038,74874,7,3144708,324,322,9688,8329,52,3203681,330,30,10389,5/9/13
33105025860000,20160,22715,78136,7,3281712,317,344,10339,9338,40,3822354,369,30,9821,5/9/13
33053042710000,21068,23455,37321,3,1567482,157,342,9933,8076,27.3,1873435,188,29,11135,5/9/13
33013016940000,18450,23989,50678,5,2128476,226,261,9413,8540,21.5,3339649,354,36,9037,5/9/13
33025019170000,20831,24082,20073,2,843066,86,324,9749,7913,36,1389840,142,30,11082,5/9/13
33025017020000,15504,22884,21019,5,882798,231,254,3812,8397,30.4,1019875,267,15,11692,5/9/13
33053042900000,232035,23496,54778,0,2300676,10,7336,220106,7769,31.6,2838147,12,30,11929,5/8/13
33053042890000,20600,23495,47299,5,1986558,230,287,8630,7826,31,2757551,319,30,11970,5/8/13
33053041290000,17223,22912,34729,5,1458618,241,302,6047,7180,40,2329740,385,20,11176,5/8/13
33053041290000,20383,22912,16703,5,701526,247,283,2839,7652,31,1022600,360,10,17544,5/7/13
33105027000000,21623,23244,44900,4,1885800,186,347,10086,7597,25.9,2544690,252,29,11537,5/7/13
33053034440000,19454,20329,134174,16,5635308,701,236,8028,8310,40.6,9132900,1137,34,11426,5/7/13
33053046690000,20952,24615,48683,4,2044686,208,315,9788,9095,40.7,3067300,313,31,11164,5/7/13
33007017800000,20212,24718,46683,5,1960686,220,424,8912,8171,49.5,1544698,173,21,11300,5/7/13
33025017000000,20272,22878,103105,11,4330410,477,302,9067,8560,35.3,4245500,468,30,11205,5/7/13
33025017030000,15716,22885,20724,5,870408,218,265,3978,8599,30.5,960655,241,15,11738,5/6/13
33061025030000,19180,25314,24140,2,1013880,119,281,8452,8196,45.1,1766362,208,30,10728,5/6/13
33023009800000,18752,24690,51499,5,2162958,245,244,8802,7939,32.2,1953020,221,36,9950,5/6/13
33105902810000,6038,90281,261,0,11000,27,67,405,2225,5,0,0,6,5633,5/6/13
33053041660000,20950,23048,51032,5,2143344,225,316,9497,8488,29,2698076,284,30,11453,5/6/13
33053041670000,21065,23049,58626,6,2462292,258,317,9520,8456,31,2777,0,30,11545,5/6/13
33025020300000,25226,24705,61503,4,2583126,186,431,13822,8333,53.1,2035263,147,32,11404,5/6/13
33105027960000,15136,23728,20963,4,880446,209,300,4206,6350,30.8,1210780,287,14,10930,5/5/13
33025019020000,19832,24037,59625,6,2504250,267,311,9349,8623,63,3204240,342,30,10483,5/5/13
33053039710000,20948,22371,48221,5,2025282,212,317,9535,9378,41,294660,30,30,11413,5/5/13
33025017040000,16248,22886,20801,4,873642,191,303,4555,8595,28.4,974876,214,15,11693,5/5/13
33025019180000,21024,24083,20734,2,870828,86,333,10013,8139,34.9,1429240,142,30,11011,5/5/13
33023009520000,8966,24432,53019,803,2226798,33739,2,66,5810,31.6,3050300,46216,30,8900,5/4/13
33061023150000,19247,24328,72857,7,3059994,316,268,9664,7925,31.1,4058531,419,36,9583,5/3/13
33061022760000,19197,23935,72655,7,3051510,320,264,9528,7617,33.3,4061868,426,36,9669,5/3/13
33009023080000,7008,25214,0,0,0,0,135,3530,1929,4.3,176379,49,26,3478,5/3/13
33053045870000,20876,24387,79936,7,3357312,333,386,10056,8933,60.4,3263284,324,26,10820,5/3/13
33061024650000,17905,25164,24793,3,1041306,131,359,7919,6005,41.7,1795000,226,22,9986,5/2/13
33025017050000,16389,22887,24465,5,1027530,225,252,4551,8196,28.4,1199892,263,18,11838,5/2/13
33053044290000,20887,23909,229038,23,9619635,996,283,9654,9265,82.7,3696776,382,34,11233,5/2/13
33025014720000,19447,21557,40284,4,1691928,189,329,8906,8569,42.3,2338500,262,27,10541,5/2/13
33007017670000,24061,24236,46234,3,1941828,147,439,13182,8734,41,3682795,279,30,10879,5/1/13
33061021380000,19250,22921,139370,15,5853540,643,185,9101,8192,35.6,10530567,1157,49,10149,5/1/13
33025020430000,21528,24798,25256,2,1060752,108,324,9741,7832,40.7,2972800,305,30,11787,5/1/13
33089007540000,20135,24575,55196,5,2318232,243,317,9525,8581,44,4811400,505,30,10610,5/1/13
33053902850000,5866,90285,142,1,6000,50,118,118,2500,10.2,0,0,1,5748,5/1/13
33053045290000,199078,24229,39275,0,1649550,8,7815,187572,7750,40,2842700,15,24,11506,4/30/13
33061024050000,19612,24923,50759,5,2131878,213,277,9990,7619,29.7,3436735,344,36,9622,4/30/13
33053033390000,20488,19863,227459,24,9553278,1033,271,9244,9021,90.1,3907212,422,34,11244,4/30/13
33025017060000,16281,22888,27093,5,1137906,248,241,4579,9114,30.5,1257546,274,19,11702,4/30/13
33007017680000,25610,24237,47864,3,2010288,137,486,14608,8655,53.7,4004138,274,30,11002,4/30/13
33053040810000,20852,22760,148128,15,6221376,658,277,9447,8542,56,2887620,305,34,11405,4/30/13
33025014730000,20440,21558,46956,4,1972152,201,325,9770,8511,45.1,2693160,275,30,10670,4/30/13
33053042530000,20795,23413,78556,8,3299352,353,311,9339,8602,41,2789396,298,30,11456,4/30/13
33025014740000,21000,21559,49345,4,2072490,195,321,10619,8367,42.6,2957020,278,33,10381,4/29/13
33025017910000,20758,23305,42531,5,1786323,240,618,7420,8834,49.5,2326670,313,12,13338,4/29/13
33105026640000,20361,23113,84563,9,3551646,399,317,8880,8362,36.5,3648811,410,28,11481,4/29/13
33105026630000,20415,23112,87852,9,3689784,415,317,8880,8763,36.3,3610002,406,28,11535,4/29/13
33061024140000,18565,24961,29581,3,1242402,160,258,7751,7777,40.9,2352760,303,30,10814,4/29/13
33105029620000,20355,24742,79945,8,3357690,359,266,9337,8446,31.9,2669378,285,35,11018,4/29/13
33033003250000,12346,24910,0,0,0,0,100,100,0,0,0,0,1,12246,4/29/13
33053045290000,20889,24229,11063,7,464646,305,253,1522,7800,29,495790,325,6,19367,4/29/13
33053045300000,16569,24230,28951,5,1215942,235,303,5161,6336,40,1983000,384,17,11408,4/28/13
33053044020000,21057,23820,24766,2,1040172,103,387,10086,8218,22.8,1248287,123,26,10971,4/28/13
33025014750000,22606,21560,55080,4,2313360,192,334,12029,8379,45.7,3170800,263,36,10577,4/28/13
33105026620000,21507,23111,91450,9,3840900,391,338,9803,8561,36.4,3920653,399,29,11704,4/28/13
33105026610000,21551,23110,94120,9,3953040,406,334,9714,8832,37,3919929,403,29,11837,4/28/13
33053043140000,20420,23544,36656,10,1539552,445,314,3458,9101,40.1,1427654,412,11,16962,4/27/13
33053041900000,20678,23118,79913,8,3356346,359,321,9330,8988,47.7,3684242,394,29,11348,4/27/13
33053038320000,20790,21722,38082,4,1599444,171,310,9329,8314,28,1336287,143,30,11461,4/27/13
33025018270000,20327,23460,21756,2,913752,96,314,9447,7840,39.1,2588820,274,30,10880,4/27/13
33105026960000,21375,23221,44590,4,1872780,186,334,10039,7972,30.4,2594337,258,30,11336,4/27/13
33105026950000,21440,23220,26134,2,1097628,109,715,10017,8323,30.6,1120342,111,14,11423,4/27/13
33053045300000,20431,24230,23001,6,966042,272,273,3550,7670,40,1321000,372,13,16881,4/27/13
33025017070000,17205,22889,26010,4,1092420,196,309,5563,8155,30.6,1197492,215,18,11642,4/27/13
33007017790000,20412,24717,37179,4,1561518,173,429,9026,8939,41.2,1431057,158,21,11386,4/27/13
33061023440000,18748,24556,20557,2,863394,105,390,8205,7390,43,1392800,169,21,10543,4/26/13
33053045760000,15676,24351,31003,7,1302154,306,472,4255,9942,47.9,1707240,401,9,11421,4/26/13
33061018610000,19484,21406,170645,20,7167090,869,155,8244,8247,35.1,13623942,1652,53,11240,4/26/13
33053044030000,20738,23821,32437,3,1362354,138,352,9866,8199,25.4,1318891,133,28,10872,4/26/13
33053041910000,20698,23119,73712,7,3095904,329,313,9399,8652,44.3,73712,7,30,11299,4/26/13
33007016850000,21615,21090,41821,3,1756482,164,355,10652,8592,41.1,3131141,293,30,10963,4/26/13
33053043130000,20393,23543,72531,7,3046302,324,312,9384,9265,38.4,3767178,401,30,11009,4/26/13
33053043150000,20639,23545,72201,7,3032442,318,328,9526,8983,42.8,3628514,380,29,11113,4/26/13
33025014760000,23580,21561,58090,4,2439780,184,356,13208,8690,45.7,3286400,248,37,10372,4/26/13
33053044670000,21544,24044,76072,7,3195024,317,386,10049,9247,55.3,3028980,301,26,11495,4/26/13
33009902800000,2332,90280,140,0,5880,41,143,143,150,4.5,0,0,1,2189,4/25/13
33007017540000,21861,23849,41276,3,1733592,159,362,10885,8647,41.8,3048170,280,30,10976,4/25/13
33053048030000,19839,25035,59823,6,2512566,288,290,8704,9148,44.4,4001940,459,30,11135,4/25/13
33053041880000,20950,23116,89804,9,3771768,393,309,9591,8629,46.3,3833730,399,31,11359,4/25/13
33061020480000,20023,22526,81253,8,3412626,354,321,9636,8835,37.5,3682935,382,30,10387,4/25/13
33061021990000,19811,23434,71766,7,3014172,317,306,9495,9298,38.1,3600926,379,31,10316,4/25/13
33061023430000,18131,24555,26083,3,1095486,141,297,7726,6529,41.4,1787600,231,26,10405,4/25/13
33053046520000,16912,24537,32947,5,1383774,222,345,6212,6143,40,2212700,356,18,10700,4/25/13
33009022810000,5825,23815,1635,0,68670,31,109,2183,2944,3.9,175201,80,20,3642,4/25/13
33007017780000,18216,24716,21797,3,915474,129,587,7051,8137,41.8,844057,119,12,11165,4/25/13
33105027650000,19396,23586,42345,4,1778490,192,205,9241,8488,33.2,1005441,108,45,10155,4/24/13
33053046520000,21046,24537,22222,5,933324,247,314,3770,7600,40,1138400,301,12,17276,4/24/13
33053044040000,20154,23822,32304,3,1356768,150,311,9041,8332,30.1,1403274,155,29,11113,4/24/13
33007017550000,21176,23850,41716,4,1752072,172,339,10176,8491,41.5,3008978,295,30,11000,4/24/13
33013016910000,19177,23800,91485,10,3842370,422,303,9091,8433,38.6,5353470,588,30,10086,4/24/13
33053046100000,16116,24453,30144,5,1266048,248,254,5091,7912,37.1,1918060,376,20,11025,4/24/13
33053046110000,21808,24454,44608,4,1873536,172,387,10857,8442,32,3022020,278,28,10951,4/23/13
33053043280000,21118,23610,45908,4,1928136,201,318,9568,8331,31,2733141,285,30,11550,4/23/13
33053043270000,21219,23609,55240,5,2320080,249,310,9308,8447,31,2693014,289,30,11911,4/23/13
33025019160000,20525,24075,44406,4,1865052,195,318,9549,8253,36.2,2473990,259,30,10976,4/23/13
33025902820000,5998,90282,130,0,5500,35,156,156,2500,10.5,0,0,1,5842,4/23/13
33061023850000,20512,24828,26963,2,1132446,114,329,9875,8402,41.2,1915100,193,30,10637,4/23/13
33033003250000,12346,24910,0,0,0,0,55,55,0,0,0,0,1,12291,4/23/13
33053041480000,19031,22991,65216,7,2739072,333,273,8213,7204,30.8,2248430,273,30,10818,4/22/13
33009022950000,6906,24177,0,0,0,0,159,3182,6526,3.5,132277,41,20,3724,4/22/13
33053044080000,18024,23836,34616,4,1453872,209,346,6925,7800,40,2748220,396,20,11099,4/22/13
33053044660000,21580,24043,71850,7,3017700,300,385,10030,9125,43,2545900,253,26,11550,4/22/13
33053044080000,20011,23836,10772,6,452424,264,244,1710,7800,31,627100,366,7,18301,4/21/13
33023009680000,17782,24597,23336,2,980112,107,350,9118,5202,25.2,1579435,173,26,8664,4/21/13
33105028170000,19492,23869,35118,3,1474956,162,303,9095,7946,43,2905604,319,30,10397,4/20/13
33061023380000,20330,24514,42767,4,1796214,181,282,9900,0,0,3233700,326,35,10430,4/20/13
33053044100000,15621,23838,26959,5,1132278,232,305,4880,7124,40,1921405,393,16,10741,4/20/13
33061023180000,20284,24368,38476,4,1615992,174,308,9249,7942,32,2050240,221,30,11035,4/20/13
33023009780000,9160,24660,52505,875,2205210,36753,2,60,5971,31.3,2979040,49650,30,9100,4/20/13
33025017410000,21410,23028,44383,4,1864086,193,321,9634,8172,50.9,1191992,123,30,11776,4/20/13
33053040560000,19962,22635,23713,2,995946,115,346,8650,7238,26,1129814,130,25,11312,4/19/13
33053035060000,21199,20516,90091,9,3783822,404,333,9346,8760,36.2,4113164,440,28,11853,4/19/13
33053046090000,21462,24452,44297,4,1860474,180,644,10316,9480,42,2177420,211,16,11146,4/19/13
33053044100000,19722,23838,25149,6,1056258,280,269,3771,7800,40,1427715,378,14,15951,4/19/13
33061023860000,20390,24829,26650,2,1119300,114,325,9779,8316,41,1865800,190,30,10611,4/19/13
33023009690000,18143,24598,27502,2,1155084,121,237,9492,6531,25.9,1555116,163,40,8651,4/19/13
33025902820000,5758,90282,71,1,3000,57,52,52,2500,8,0,0,1,5706,4/19/13
33053045880000,20773,24394,237449,24,9972858,1014,280,9826,8528,82,39701214,4040,35,10947,4/19/13
33007014180000,5946,14966,154,0,6500,27,79,238,0,0,0,0,3,5708,4/19/13
33105023600000,19650,21496,58566,6,2459772,260,248,9450,6733,32.1,2956006,312,38,10200,4/18/13
33053045370000,21401,24255,80795,7,3393390,327,345,10363,8475,32.9,4113186,396,30,11038,4/18/13
33053044090000,19490,23837,33737,3,1416954,163,455,8648,6420,40,2113420,244,19,10842,4/18/13
33053043510000,19012,23656,40164,7,1686888,326,368,5163,8767,41,1499036,290,14,13849,4/18/13
33105028180000,21341,23870,36128,3,1517376,143,352,10583,8044,44,2981140,281,30,10758,4/18/13
33061022800000,21119,23957,32338,3,1358196,133,339,10193,8004,33.6,2083452,204,30,10926,4/18/13
33025018280000,20429,23461,44652,4,1875384,199,313,9418,8007,36.3,2536540,269,30,11011,4/18/13
33089007510000,19639,24032,36023,3,1512966,166,302,9077,8652,46,2327320,256,30,10562,4/17/13
33025017400000,20059,23027,44683,5,1876686,212,304,8841,8284,45.3,1192685,134,29,11218,4/17/13
33013016350000,18367,22102,55416,6,2327472,274,339,8487,8834,37.1,2894032,340,25,9880,4/17/13
33061022790000,20591,23956,47344,4,1988448,209,316,9489,8526,32,1936617,204,30,11102,4/17/13
33053042380000,21107,23302,20389,10,856338,460,310,1861,8594,41.5,738328,396,6,19246,4/17/13
33053042370000,20763,23301,32224,67,1353408,2831,239,478,8492,36.7,253735,530,2,20285,4/17/13
33053042650000,14815,23441,36145,8,1518090,368,257,4123,8978,36,1119832,271,16,10692,4/17/13
33105020660000,20014,20063,212260,22,8914920,928,274,9604,8315,74.5,4101566,427,35,10410,4/16/13
33061022500000,19860,23766,78473,8,3295866,347,263,9492,11448,37.6,3954329,416,36,10368,4/16/13
33025013220000,15562,20493,31880,7,1338992,313,426,4266,7941,41.4,1869045,438,10,11296,4/15/13
33053044050000,20830,23833,75586,7,3174612,334,316,9496,8065,58,2888855,304,30,11334,4/15/13
33061023820000,20313,24771,43537,4,1828554,187,278,9747,0,0,3297420,338,35,10566,4/14/13
33061021400000,18508,22931,143782,14,6038844,625,201,9657,7547,33.5,10007926,1036,48,8851,4/14/13
33053046540000,21514,24546,75860,7,3186120,319,322,9984,8634,25.4,3709570,371,31,11530,4/13/13
33053042760000,20327,23464,69886,7,2935212,327,288,8949,8449,25.5,3717765,415,31,11378,4/13/13
33053045730000,11921,24341,6772,6,284424,268,264,1058,5657,40,474240,448,4,10863,4/13/13
33105028160000,19759,23858,54577,5,2292234,222,343,10306,6946,31.2,2986612,289,30,9453,4/13/13
33061020620000,19988,22606,72856,7,3059952,333,327,9163,9228,39.2,3475614,379,28,10825,4/13/13
33053039680000,19907,22366,24090,2,1011780,115,350,8763,7441,25,1213276,138,25,11144,4/13/13
33061020610000,19760,22605,67865,7,2850330,301,305,9467,9175,39.7,3638450,384,31,10293,4/13/13
33053045470000,21034,24275,38463,4,1615446,170,315,9468,9497,41.2,2785636,294,30,11566,4/12/13
33053043290000,21130,23611,55897,5,2347674,246,317,9530,7818,31,2819559,295,30,11600,4/12/13
33053045730000,19774,24341,41904,5,1759968,234,300,7504,7572,40,3337500,444,25,12270,4/12/13
33061022780000,20509,23955,34100,3,1432200,151,315,9460,8987,32.5,2048237,216,30,11049,4/12/13
33053052860000,22000,26489,87164,7,3660888,331,345,11045,8151,40,4639260,420,32,10955,4/12/13
33105028970000,20457,24384,81659,8,3429678,352,324,9735,8357,45,2753660,282,30,10722,4/12/13
33025020560000,21200,24864,54371,5,2283582,229,331,9955,8086,45,2960909,297,30,11245,4/11/13
33023009630000,17630,24591,42153,4,1770426,191,215,9258,6357,28.9,1267660,136,43,8372,4/11/13
33089007450000,20213,23960,52208,5,2192736,229,318,9541,9500,41.3,31474413,3298,30,10672,4/11/13
33053045730000,20084,24341,2273,0,95466,9,10003,10003,6760,20,70000,6,1,10081,4/11/13
33053045750000,11150,24343,3994,14,167748,590,142,284,4769,40,262780,925,2,10866,4/11/13
33053045750000,18755,24343,42603,5,1789326,244,305,7323,7245,40,3087800,421,24,11432,4/10/13
33053044060000,20796,23834,80183,8,3367686,355,315,9467,9002,45,2895785,305,30,11329,4/10/13
33009023040000,3072,24940,2,0,84,21,4,4,34,1.5,0,0,1,3068,4/10/13
33013016340000,18561,22101,62062,7,2606604,300,347,8682,9012,36.8,2866280,330,25,9879,4/10/13
33013016360000,18965,22103,61750,6,2593500,281,271,9229,9344,36.9,3060820,331,34,9736,4/10/13
33053041820000,20980,23083,29652,3,1245384,141,292,8789,9477,41.7,259004,29,30,12191,4/10/13
33025902570000,5926,90257,83,0,3500,29,118,118,4000,10.1,0,0,1,5808,4/10/13
33025902570000,5692,90257,107,3,4500,140,32,32,3500,8,0,0,1,5660,4/9/13
33009023070000,6874,25054,0,0,0,0,164,4265,5076,3.5,229281,53,26,2609,4/9/13
33053045150000,21084,24184,42964,4,1804488,190,315,9462,9086,39.8,3053821,322,30,11622,4/9/13
33025017890000,20961,23303,63467,6,2665627,263,459,10106,8293,39.6,3272570,323,22,10855,4/9/13
33013017080000,19035,25046,58654,6,2463468,254,269,9691,7030,22.2,5389755,556,36,9344,4/9/13
33053043500000,20507,23655,73310,7,3079020,335,353,9185,8495,51,2666401,290,26,11322,4/9/13
33053045740000,12121,24342,8181,6,343602,261,262,1314,5451,40,594580,452,5,10807,4/9/13
33089007440000,20700,23959,39912,3,1676304,167,333,10016,8365,41.2,3090367,308,30,10684,4/9/13
33089007460000,20162,23961,42032,4,1765344,186,315,9451,8132,41.3,3192820,337,30,10711,4/8/13
33053045740000,20152,24342,40932,5,1719144,223,308,7709,7674,41,2777000,360,25,12443,4/8/13
33105028140000,19808,23856,53083,5,2229486,215,344,10348,6735,30.8,2970799,287,30,9460,4/8/13
33061024210000,17355,24994,22416,3,941472,138,308,6782,10009,42.2,1614080,237,22,10573,4/8/13
33105028980000,19884,24385,65824,7,2764608,296,311,9330,8097,46,2331951,249,30,10554,4/7/13
33053045080000,21170,24164,36323,3,1525592,156,336,9758,9306,35.4,7359109,754,29,11412,4/7/13
33023009440000,18326,24280,40662,4,1707804,183,258,9303,5863,29.8,1524560,163,36,9023,4/7/13
33009023060000,6743,25024,0,0,0,0,120,3124,5076,3.5,229281,73,26,3619,4/7/13
33023009620000,14261,24590,46228,8,1941576,355,176,5457,8609,24.8,2080160,381,31,8804,4/7/13
33053041350000,21623,22940,80977,7,3401034,335,316,10141,8540,41.1,3939261,388,32,11482,4/7/13
33053045520000,20675,24287,84300,8,3540600,373,263,9487,9781,39.6,3783534,398,36,11188,4/7/13
33053041330000,21695,22938,104922,10,4406724,441,322,9990,9245,37.3,3641890,364,31,11705,4/7/13
33053041810000,21087,23082,31890,3,1339380,141,316,9490,9185,40.7,2012400,212,30,11597,4/6/13
33053044070000,20407,23835,77100,8,3238200,355,303,9113,8101,43,2761107,302,30,11294,4/6/13
33061022770000,20515,23954,34747,3,1459374,155,312,9375,8098,32,2063078,220,30,11140,4/6/13
33105029250000,20454,24543,240858,26,10116036,1092,264,9260,8582,83,4123979,445,35,11194,4/6/13
