API,bottom,file_number,fluid_bbl,fluid_bbl_per_ft,fluid_gal,fluid_gal_per_ft,ft_per_stage,lateral_length,max_treat_press,max_treat_rate,propp_lbs,propp_lbs_per_ft,stages,top,treatment_date
33009023880000,7130,28474,2617,0,109914,31,123,3458,6527,4.4,246918,71,28,3672,6/30/14
33061029020000,21080,27315,40749,3,1711458,158,308,10792,8032,31,2383732,220,35,10288,6/30/14
33105032140000,20905,26480,102558,11,4307436,463,309,9297,8324,31,5971167,642,30,11608,6/30/14
33105032130000,20869,26479,190051,20,7982142,857,310,9307,9185,74,3421226,367,30,11562,6/29/14
33023011370000,14364,27184,46589,7,1956743,328,192,5959,10009,34.1,2067110,346,31,8405,6/29/14
33025021650000,20892,25596,222067,22,9326814,952,296,9797,9728,82,4870881,497,33,11095,6/29/14
33025021660000,20860,25597,212683,21,8932686,917,295,9736,9996,72,4736233,486,33,11124,6/29/14
33025021670000,21106,25598,219146,22,9204132,925,301,9950,10161,72,4811076,483,33,11156,6/29/14
33061030190000,15418,27887,31933,7,1341186,322,260,4162,7207,39.6,2398960,576,16,11256,6/29/14
33053054830000,20770,27022,48456,4,2035152,201,288,10096,8000,30,3092623,306,35,10674,6/28/14
33105032840000,19777,26826,236829,24,9946818,1029,275,9659,9308,82,4044676,418,35,10118,6/28/14
33105032360000,19770,26624,249259,26,10468878,1096,272,9549,9540,82,5284071,553,35,10221,6/28/14
33105030890000,15957,25653,45986,10,1931412,442,198,4368,9511,36,2524980,578,22,11589,6/28/14
33105031140000,21722,25911,101818,10,4276356,444,274,9624,9119,41,4128077,428,35,12098,6/28/14
33053054010000,20493,26792,38030,3,1597260,165,276,9667,8538,32.1,2493123,257,35,10826,6/28/14
33105031150000,20928,25912,102288,11,4296096,464,264,9258,9288,55,3977558,429,35,11670,6/28/14
33025025020000,21080,28005,45989,4,1931538,195,328,9859,8683,34.6,2487860,252,30,11221,6/27/14
33105032930000,20242,26874,73283,7,3077886,298,343,10295,5840,31,5356316,520,30,9947,6/27/14
33053055040000,20336,27072,53822,5,2260524,247,304,9147,8694,40.8,3498560,382,30,11189,6/27/14
33061030100000,20742,27876,56507,5,2373294,237,293,9978,8631,38.9,5220601,523,34,10764,6/27/14
33053057390000,20996,27844,58166,6,2442972,257,296,9480,8923,27.9,3502900,369,32,11516,6/27/14
33053055310000,20255,27153,96339,10,4046238,442,305,9151,8701,42.4,6984646,763,30,11104,6/27/14
33105032550000,13625,26738,14782,3,620844,140,119,4421,7757,23.1,0,0,37,9204,6/27/14
33105030910000,21400,25670,72091,7,3027822,297,318,10191,9091,40.8,3983078,390,32,11209,6/27/14
33105030920000,21240,25671,70767,7,2972214,294,314,10078,8752,41.1,3979612,394,32,11162,6/27/14
33105030930000,21261,25672,80003,7,3360126,334,314,10057,9085,42.1,3940764,391,32,11204,6/27/14
33053054240000,21098,26850,106092,10,4455864,447,301,9960,8512,36.2,5722180,574,33,11138,6/27/14
33105033250000,19290,27030,76136,7,3197712,332,320,9605,7406,30.7,5734055,596,30,9685,6/26/14
33053051720000,21528,26125,80967,8,3400614,339,333,10014,8790,34,3886493,388,30,11514,6/26/14
33105032940000,21131,26875,77187,6,3241854,287,375,11269,6140,32,5588342,495,30,9862,6/26/14
33061009090000,19918,17771,42260,4,1774920,201,293,8804,4602,32.1,1835100,208,30,11114,6/26/14
33053056510000,20285,27562,93110,10,3910620,426,305,9166,7592,31.7,6050072,660,30,11119,6/26/14
33009023870000,7134,28473,4355,1,182910,51,126,3542,6527,4.4,246918,69,28,3592,6/26/14
33025024520000,20877,27558,26294,2,1104348,113,323,9711,8320,34.6,2809860,289,30,11166,6/25/14
33053055150000,21270,27112,91559,8,3845478,370,288,10378,9287,38,3705079,357,36,10892,6/25/14
33105032830000,19388,26825,214078,23,8991276,982,261,9156,9950,82,4100548,447,35,10232,6/25/14
33105032350000,19593,26623,226128,23,9497376,1006,269,9434,9559,81,4190336,444,35,10159,6/25/14
33053057400000,21587,27845,56639,5,2378838,251,296,9476,8101,28.4,3601340,380,32,12111,6/25/14
33105033130000,20033,26993,218061,23,9158562,969,314,9445,9017,82,4484596,474,30,10588,6/25/14
33025012390000,15308,20100,51174,12,2149334,505,266,4256,7443,36.6,4606940,1082,16,11052,6/24/14
33053054220000,21192,26848,10708,1,449736,45,302,9966,9461,38.7,5722740,574,33,11226,6/24/14
33053055320000,20057,27154,52330,5,2197860,241,303,9093,8387,42.4,3499154,384,30,10964,6/24/14
33053055070000,21098,27083,50354,5,2114868,217,313,9704,8188,41.6,3570460,367,31,11394,6/24/14
33053053990000,20038,26790,45126,4,1895292,205,263,9211,8376,40.8,2437089,264,35,10827,6/24/14
33061029910000,19248,27777,65621,6,2756082,292,261,9409,9163,31.7,4202244,446,36,9839,6/24/14
33053055160000,20830,27113,87146,8,3660132,365,285,10008,8811,38.8,1722239,172,35,10822,6/23/14
33053057440000,15130,27875,42100,10,1768200,422,232,4188,9337,36.8,2136700,510,18,10942,6/23/14
33053052710000,21393,26455,98191,9,4124022,417,328,9867,8960,59,3857433,390,30,11526,6/22/14
33105033880000,20511,27487,101696,11,4271232,471,453,9064,8826,35.7,3920094,432,20,11447,6/22/14
33105033900000,20691,27489,10064,1,422688,45,444,9342,9808,35.5,4166480,445,21,11349,6/22/14
33105033910000,20712,27490,121120,12,5087040,544,311,9347,8768,37,4062299,434,30,11365,6/22/14
33105033890000,20507,27488,118621,12,4982082,541,317,9199,9576,36.7,3828709,416,29,11308,6/22/14
33061029200000,14280,27438,115558,24,4853469,1021,190,4750,7870,56.9,6511560,1370,25,9530,6/22/14
33061029190000,14906,27437,114623,21,4814194,910,195,5288,7940,56.5,7055890,1334,27,9618,6/22/14
33053054470000,20512,26910,80628,8,3386376,374,291,9048,8404,34.9,3753176,414,31,11464,6/22/14
33007017870000,21969,24830,216722,19,9102324,832,273,10940,9074,63.6,5589250,510,40,11029,6/22/14
33053055090000,20722,27085,52048,5,2186016,236,308,9260,8406,41,3496160,377,30,11462,6/22/14
33053054480000,20610,26911,79996,8,3359832,364,307,9230,8428,32.4,3748379,406,30,11380,6/22/14
33025024580000,21356,27582,54443,5,2286606,234,325,9765,8736,34.8,2595000,265,30,11591,6/22/14
33105032790000,19991,26821,86207,8,3620694,368,327,9814,8258,38,3756220,382,30,10177,6/22/14
33053056750000,20076,27640,229788,26,9651096,1127,259,8556,8470,95.8,3790135,442,33,11520,6/21/14
33025024530000,20916,27559,54556,5,2291352,234,325,9764,8456,36.2,2772400,283,30,11152,6/21/14
33061030010000,16610,27842,63769,10,2678298,420,101,6363,6641,25.7,2851483,448,63,10247,6/21/14
33053055170000,21430,27114,85716,8,3600072,340,293,10567,9267,38,3755580,355,36,10863,6/21/14
33025024020000,20126,27326,93391,10,3922422,425,461,9221,9161,36.6,5061622,548,20,10905,6/21/14
33025024030000,19687,27327,89442,10,3756564,448,419,8380,9110,35.7,5079560,606,20,11307,6/21/14
33025012010000,20190,19818,91554,9,3845268,410,468,9366,9120,35.7,4856886,518,20,10824,6/21/14
33053051670000,21430,26093,104451,10,4386942,440,248,9955,8741,37,3835932,385,40,11475,6/21/14
33053054210000,21212,26847,104108,10,4372536,436,312,10015,8558,41.2,5534060,552,32,11197,6/21/14
33061027890000,21822,26860,51432,4,2160144,194,318,11132,7961,26.2,3556026,319,35,10690,6/20/14
33053055190000,20055,27120,53881,5,2263002,247,304,9134,8472,41.5,3509838,384,30,10921,6/20/14
33025024010000,20070,27325,84671,9,3556182,390,478,9097,9033,36,4719720,518,19,10973,6/20/14
33013017890000,19139,28145,46121,4,1937082,207,259,9338,8757,24.4,3074563,329,36,9801,6/20/14
33061028070000,20374,26986,50410,5,2117220,216,287,9771,7850,33.5,3455658,353,34,10603,6/20/14
33007017730000,20470,24541,56508,5,2373336,251,236,9455,9080,39.8,2942533,311,40,11015,6/20/14
33007017740000,20710,24542,54656,5,2295552,238,240,9630,8788,33.2,2959627,307,40,11080,6/20/14
33007017850000,22206,24821,58472,5,2455824,219,237,11176,8916,32.2,2953940,264,47,11030,6/20/14
33053046600000,21750,24568,79244,7,3328248,335,300,9911,8976,30.9,3489026,352,33,11839,6/20/14
33061028830000,20010,27254,64828,6,2722776,285,272,9528,8086,30.5,3376021,354,35,10482,6/20/14
33053056500000,20468,27561,90965,9,3820530,410,310,9309,8205,31.6,6100424,655,30,11159,6/20/14
33025024540000,20780,27560,31228,3,1311576,134,326,9782,8363,37.1,2553020,260,30,10998,6/19/14
33105031170000,20922,25914,201429,21,8460018,909,265,9300,9429,80.7,3828608,411,35,11622,6/19/14
33053055080000,20716,27084,93703,10,3935526,423,309,9285,8242,41.8,7022420,756,30,11431,6/19/14
33061026880000,20138,26344,71020,7,2982840,307,334,9698,8706,41.2,3812575,393,29,10440,6/19/14
33061026810000,20504,26298,80662,8,3387804,338,277,9996,8921,36.8,4371044,437,36,10508,6/19/14
33061026890000,20534,26345,75068,7,3152856,315,332,9985,8811,41.2,3948806,395,30,10549,6/19/14
33053046510000,14945,24534,38872,9,1632624,408,235,3997,7890,37.3,2010040,502,17,10948,6/19/14
33053051390000,20639,26023,57818,6,2428356,260,310,9326,9432,40.7,3760840,403,30,11313,6/19/14
33061027870000,21185,26858,54902,5,2305884,219,299,10494,8024,31.3,3556904,338,35,10691,6/18/14
33105031050000,20264,25769,191821,19,8056482,839,299,9594,9082,74,3461151,360,32,10670,6/18/14
33105033240000,19113,27029,76705,8,3221610,337,318,9557,7076,31,5757475,602,30,9556,6/18/14
33025024040000,21372,27346,52779,5,2216718,225,328,9852,8660,34.9,2551360,258,30,11520,6/18/14
33105032800000,19793,26822,72158,7,3030636,321,313,9412,8965,36,2696620,286,30,10381,6/18/14
33025024620000,20450,27633,55260,5,2320920,250,288,9247,8123,50.1,1905937,206,32,11203,6/18/14
33025024610000,20234,27632,55182,6,2317644,260,277,8891,8100,47.8,1917700,215,32,11343,6/18/14
33061028820000,19539,27253,47780,5,2006760,218,262,9182,7813,31.1,3477032,378,35,10357,6/17/14
33105032660000,20971,26770,198585,21,8340570,883,314,9442,9191,80,3429924,363,30,11529,6/17/14
33053049620000,21087,25493,116612,11,4897704,496,308,9866,9057,36.6,8055820,816,32,11221,6/17/14
33023011210000,18079,26749,73932,7,3105144,329,254,9420,7252,36.3,2924325,310,37,8659,6/17/14
33053055180000,19940,27119,53740,5,2257080,248,303,9092,8479,41.2,3501461,385,30,10848,6/17/14
33053055210000,20906,27136,51793,5,2175306,226,320,9608,8198,41.1,3499920,364,30,11298,6/17/14
33061028080000,20326,26987,53845,5,2261490,229,281,9841,8722,35.4,3589505,364,35,10485,6/16/14
33025022350000,21147,26148,19529,11,820227,501,327,1635,9637,35.9,723596,442,5,19512,6/16/14
33053046500000,15010,24533,43018,10,1806756,452,234,3991,9081,37.6,2050790,513,17,11019,6/16/14
33025023410000,20064,26878,50753,5,2131626,236,300,9004,9301,40,2917212,323,30,11060,6/16/14
33105034280000,19192,27727,57417,6,2411514,257,312,9365,9542,30.2,2939144,313,30,9827,6/16/14
33105034270000,19626,27726,56446,5,2370732,238,397,9936,7351,31,3057473,307,25,9690,6/16/14
33053055100000,21560,27096,51898,5,2179716,223,324,9741,8510,41,3492420,358,30,11819,6/16/14
33025023640000,20825,27077,48270,5,2027340,211,320,9600,8615,36.2,2481680,258,30,11225,6/15/14
33105034030000,20946,27630,200365,21,8415330,902,310,9321,8944,80,3386062,363,30,11625,6/15/14
33061027850000,20575,26856,41145,4,1728090,174,282,9887,8003,35.5,2722858,275,35,10688,6/15/14
33105033270000,19674,27032,76827,7,3226734,320,335,10074,5678,31.4,5711981,567,30,9600,6/15/14
33025022370000,21146,26151,81928,8,3440985,357,385,9636,9092,35.9,3819108,396,25,11510,6/15/14
33025022360000,20032,26149,78726,9,3306516,379,348,8724,8429,36.6,3794248,434,25,11308,6/15/14
33061031290000,19565,28480,58454,6,2455068,260,261,9423,8570,20.4,4430950,470,36,10142,6/15/14
33053055200000,20509,27135,52902,5,2221884,232,318,9559,8065,41.7,3489710,365,30,10950,6/14/14
33053044420000,20534,23975,83716,8,3516072,377,300,9303,8540,39.8,3641909,391,31,11231,6/14/14
33053049610000,20896,25492,110472,11,4639824,476,313,9731,8426,35.6,7777160,799,31,11165,6/14/14
33105031060000,20300,25770,70587,7,2964654,310,298,9540,9163,27.9,4027744,422,32,10760,6/14/14
33061022670000,20360,23891,82052,8,3446184,357,268,9653,8324,42,49675461,5146,36,10707,6/14/14
33025024060000,21912,27348,55120,5,2315040,230,334,10028,8271,34.2,2561540,255,30,11884,6/14/14
33061026120000,15309,25823,35438,7,1488396,323,242,4608,7733,41,2702560,586,19,10701,6/14/14
33105032810000,19350,26823,78780,8,3308760,362,228,9131,8739,44,3797822,415,40,10219,6/13/14
33061028750000,19783,27231,96503,10,4053126,434,101,9322,4634,21,4116939,441,92,10461,6/13/14
33061026640000,19857,26185,81014,7,3402588,327,288,10397,9474,41,4551120,437,36,9460,6/13/14
33061028060000,19800,26985,42268,4,1775256,190,266,9327,7770,32.8,2660912,285,35,10473,6/13/14
33007018260000,20448,27913,84903,8,3565926,374,317,9519,8105,41.4,5060596,531,30,10929,6/13/14
33061028910000,14809,27291,143254,27,6016691,1157,199,5196,8250,57.2,6784930,1305,26,9613,6/12/14
33053055220000,20791,27137,54545,5,2290890,239,318,9564,8000,41.9,3494180,365,30,11227,6/12/14
33061027880000,21210,26859,47559,4,1997478,187,303,10639,7955,33.2,3448486,324,35,10571,6/12/14
33053055810000,20448,27379,90369,9,3795498,407,300,9323,8429,32.8,716650,76,31,11125,6/12/14
33053049600000,20860,25491,116127,11,4877334,502,313,9709,8686,37.7,8055380,829,31,11151,6/11/14
33023011580000,18185,27492,72624,8,3050208,338,243,9002,6960,35.8,2843351,315,37,9183,6/11/14
33053051400000,20705,26024,45272,4,1901424,206,306,9190,9480,41.3,3646960,396,30,11515,6/11/14
33053056270000,20757,27512,83815,9,3520230,379,309,9282,8855,42,3582264,385,30,11475,6/11/14
33061019350000,19320,21957,75535,8,3172470,361,250,8764,9093,41.5,3312237,377,35,10556,6/11/14
33061026900000,20751,26346,76459,7,3211278,309,324,10379,8505,45.3,4085576,393,32,10372,6/11/14
33025024570000,21516,27581,30608,3,1285536,128,333,9990,8272,36.1,2734620,273,30,11526,6/11/14
33025023630000,20740,27074,53424,5,2243808,235,317,9523,8527,35.8,2556600,268,30,11217,6/11/14
33025025050000,19340,28037,46652,5,1959384,241,270,8106,8200,46.8,1803809,222,30,11234,6/10/14
33105033070000,20838,26959,103694,11,4355148,468,465,9301,9020,35.6,4549971,489,20,11537,6/10/14
33009023750000,7106,28211,3775,1,158582,44,125,3525,6527,3.5,246918,70,28,3581,6/10/14
33061028920000,14246,27292,133633,28,5612606,1216,200,4614,8120,57.2,6004470,1301,23,9632,6/10/14
33053058000000,20767,28089,43135,4,1811670,191,316,9485,8713,40.8,2331291,245,30,11282,6/10/14
33053054940000,20935,27050,53549,5,2249058,236,316,9498,8544,41.1,3385645,356,30,11437,6/10/14
33053053460000,16055,26632,85805,17,3603810,730,197,4931,7708,41.4,6241724,1265,25,11124,6/10/14
33061027860000,20706,26857,43014,4,1806588,178,298,10132,7813,31.9,2863395,282,34,10574,6/9/14
33023011430000,18521,27276,55139,5,2315838,229,388,10096,10074,52.2,2496380,247,26,8425,6/9/14
33009023760000,7100,28212,3560,0,149521,41,133,3613,6527,3.5,238140,65,27,3487,6/9/14
33105032670000,20811,26771,193047,20,8107974,862,313,9401,9064,82,3463434,368,30,11410,6/9/14
33025024050000,21186,27347,29081,2,1221402,124,327,9838,8269,36,2439720,247,30,11348,6/9/14
33053053740000,21237,26709,36246,3,1522332,151,287,10055,8013,30.8,1926204,191,35,11182,6/9/14
33105034020000,20967,27629,188295,20,7908390,845,311,9348,8886,80,3419637,365,30,11619,6/8/14
33025007760000,20437,17333,45017,4,1890714,202,311,9349,6382,32.3,1635000,174,30,11088,6/8/14
33105029990000,20303,24909,64288,6,2700096,281,299,9575,10012,27.8,4333755,452,32,10728,6/8/14
33105033280000,19751,27033,75947,7,3189774,317,334,10041,6262,31.7,5706364,568,30,9710,6/8/14
33053049590000,21110,25490,116127,11,4877334,491,310,9921,8686,37.7,8055380,811,32,11189,6/8/14
33105031160000,21371,25913,210988,21,8861496,916,261,9671,9383,80.8,4098268,423,37,11700,6/8/14
33053054930000,15592,27041,54140,12,2273880,516,209,4405,7710,31.4,3928680,891,21,11187,6/8/14
33053054920000,15361,27040,54314,13,2281188,561,203,4063,8335,30.7,3743580,921,20,11298,6/8/14
33053903070000,5810,90307,1069,5,44930,228,197,197,2458,11,150,0,1,5613,6/7/14
33105033290000,19843,27034,73683,7,3094686,302,341,10233,5521,31,5692103,556,30,9610,6/7/14
33053056280000,21063,27513,87319,9,3667398,381,320,9601,8996,37,3662053,381,30,11462,6/7/14
33053049310000,21205,25379,109708,11,4607736,468,328,9843,8671,43,5675557,576,30,11362,6/7/14
33061022660000,20014,23890,77659,8,3261678,347,267,9375,7559,47.3,5258784,560,35,10639,6/6/14
33061026620000,19970,26183,89044,9,3739848,386,268,9677,10392,38.7,4363644,450,36,10293,6/6/14
33053043630000,13788,23673,11283,5,473886,217,727,2183,8268,45.6,565511,259,3,11605,6/6/14
33053043610000,20810,23671,111938,12,4701396,521,346,9019,10007,40.4,4448237,493,26,11791,6/6/14
33025024980000,21031,27923,50257,5,2110794,216,325,9768,7966,49.6,1797090,183,30,11263,6/6/14
33061028670000,17201,27206,240337,31,10094192,1329,199,7590,9463,59.5,11648309,1534,38,9611,6/6/14
33053053750000,20502,26710,36728,3,1542576,165,266,9334,8009,30.5,1926516,206,35,11168,6/6/14
33061029920000,20762,27793,59515,6,2499630,255,305,9780,9775,42.8,2536556,259,32,10982,6/6/14
33025024470000,21223,27524,51382,5,2158044,227,315,9473,8048,46,1795623,189,30,11750,6/6/14
33023011450000,18430,27289,47601,4,1999242,198,386,10048,8680,52.2,2496300,248,26,8382,6/5/14
33105031520000,20585,26101,80936,8,3399312,364,273,9315,9273,35.9,3614100,387,34,11270,6/5/14
33053056550000,20806,27566,106410,11,4469220,479,300,9328,8168,31.5,3759754,403,31,11478,6/5/14
33025023920000,20336,27268,56946,6,2391732,261,285,9147,8132,41,3718480,406,32,11189,6/5/14
33023011630000,18382,27621,64274,6,2699513,282,318,9559,7917,46.4,1857858,194,30,8823,6/5/14
33025006950000,18961,16940,37345,4,1568490,199,261,7852,6145,28,1317980,167,30,11109,6/5/14
33061028660000,18143,27205,263525,31,11068089,1302,202,8498,8371,59.1,12953158,1524,42,9645,6/5/14
33061028680000,16469,27207,216076,31,9075211,1316,202,6895,8690,57.5,10477290,1519,34,9574,6/5/14
33053043140000,16822,23544,59367,10,2493414,439,315,5673,8868,40.8,2276012,401,18,11149,6/5/14
33023011620000,18751,27620,62859,6,2640081,264,332,9968,8195,43.5,1881506,188,30,8783,6/4/14
33061028420000,19770,27098,55252,6,2320584,262,252,8827,8054,32.8,3463237,392,35,10943,6/4/14
33009023540000,4479,27319,54,0,2268,29,5,76,1150,0.5,0,0,13,4403,6/4/14
33089006800000,8054,22223,166,20,7000,875,8,8,6000,15,2500,312,1,8046,6/3/14
33053053760000,20690,26711,36257,3,1522794,160,271,9514,8037,31.7,1921908,202,35,11176,6/3/14
33025023910000,21403,27267,53222,5,2235324,231,301,9663,7966,41,3625840,375,32,11740,6/3/14
33025021120000,20658,25332,92216,9,3873072,413,312,9367,8927,38,3509582,374,30,11291,6/3/14
33025024550000,21513,27567,59089,6,2481738,252,327,9816,8288,34.7,2488040,253,30,11697,6/3/14
33023011850000,18250,27956,47809,4,2007978,203,379,9864,8727,53,2496340,253,26,8386,6/3/14
33053057100000,20975,27766,73257,7,3076794,318,302,9673,9397,33.6,3341580,345,32,11302,6/3/14
33053049330000,20541,25381,74097,8,3112074,343,302,9073,8580,42,3253969,358,30,11468,6/3/14
33061028890000,20047,27274,66667,7,2800014,297,269,9423,7839,39.4,5090890,540,35,10624,6/2/14
33023011690000,18719,27725,5914,0,248388,26,369,9234,5914,29.1,2926231,316,25,9485,6/2/14
33053056850000,20140,27693,45670,5,1918140,210,260,9133,8063,31.8,2428210,265,35,11007,6/2/14
33061029220000,13574,27442,118434,31,4974244,1302,201,3820,8030,56.5,5810049,1520,19,9754,6/2/14
33061029210000,14756,27441,156764,30,6584095,1293,203,5092,8200,58.5,7613511,1495,25,9664,6/1/14
33007018110000,20443,26956,57474,6,2413908,252,318,9548,8005,31,2792957,292,30,10895,6/1/14
33061026630000,19770,26184,70996,7,2981832,309,267,9627,8941,40.5,4242280,440,36,10143,6/1/14
33053050710000,20325,25831,52401,5,2200842,244,299,8997,8002,40.8,3352600,372,30,11328,6/1/14
33053054670000,20905,26957,74322,7,3121524,321,312,9699,8528,35.2,3394800,350,31,11206,6/1/14
33025006290000,19255,16626,38148,4,1602216,196,271,8138,6498,34.8,1515580,186,30,11117,6/1/14
33053053770000,20995,26712,36017,3,1512714,154,280,9818,8210,30.5,1919398,195,35,11177,6/1/14
33053057740000,20227,27978,220495,25,9260790,1067,255,8676,8711,99.4,3897424,449,34,11551,6/1/14
33061029930000,20198,27794,59159,6,2484678,265,292,9363,7551,42,2529946,270,32,10835,6/1/14
33053046330000,21395,24507,129969,13,5458698,574,231,9494,9440,31,8446768,889,41,11901,6/1/14
33009023540000,4479,27319,23,2,1000,111,9,9,1600,1,0,0,1,4470,5/31/14
33025023930000,20336,27269,51753,5,2173626,237,285,9147,8319,41,3718260,406,32,11189,5/31/14
33025024560000,21445,27568,30489,3,1280538,130,327,9812,8231,35.3,2633770,268,30,11633,5/31/14
33105031000000,20230,25764,0,0,0,0,285,10286,0,0,4342390,422,36,9944,5/31/14
33061026950000,20111,26382,84446,8,3546732,361,272,9802,8860,37,4317992,440,36,10309,5/31/14
33053054400000,23520,26888,117342,9,4928364,405,264,12158,9498,37.7,4954683,407,46,11362,5/31/14
33053051780000,21385,26136,42879,4,1800918,179,1115,10038,9147,44.5,2471810,246,9,11347,5/30/14
33061028430000,19943,27099,53002,5,2226084,232,273,9567,8375,34.6,3536804,369,35,10376,5/30/14
33053057750000,20296,27979,243188,27,10213896,1161,258,8791,8480,95.2,3862479,439,34,11505,5/30/14
33061028870000,20805,27272,75093,7,3153933,319,394,9866,9469,36.3,3134848,317,25,10939,5/30/14
33061028850000,20652,27270,79904,8,3356002,340,393,9845,9473,35.8,3617766,367,25,10807,5/30/14
33061028860000,20728,27271,81368,8,3417494,345,395,9893,9017,36,3582312,362,25,10835,5/30/14
33105031530000,20426,26102,79299,8,3330558,357,273,9304,9162,36.5,3570940,383,34,11122,5/30/14
33053056240000,20912,27507,56120,5,2357040,245,299,9593,8954,31.9,3600760,375,32,11319,5/29/14
33053055370000,20767,27203,86395,9,3628590,384,314,9432,9250,37,3571495,378,30,11335,5/29/14
33061027530000,20205,26604,76957,7,3232194,334,268,9653,8228,51.7,5182033,536,36,10552,5/29/14
33053052420000,21177,26300,73523,7,3087966,319,312,9674,8526,39,3374640,348,31,11503,5/29/14
33061028630000,18618,27192,38628,4,1622376,196,98,8244,8667,12,1528983,185,84,10374,5/28/14
33061029570000,15200,27619,26622,6,1118124,252,276,4421,8450,39.9,2120947,479,16,10779,5/28/14
33053054390000,22341,26887,99310,9,4171020,381,237,10920,9829,0,4964644,454,46,11421,5/28/14
33105032570000,20874,26754,57909,6,2432178,258,627,9418,8752,55,2691369,285,15,11456,5/28/14
33053052070000,21309,26208,54912,5,2306304,237,323,9698,9544,70.3,3788075,390,30,11611,5/28/14
33025007500000,20365,17176,38437,4,1614354,174,308,9250,6357,28.8,1578520,170,30,11115,5/27/14
33053055580000,20936,27283,45688,4,1918896,197,323,9710,8972,40.6,2521845,259,30,11226,5/27/14
33053055590000,21121,27284,52263,5,2195046,217,348,10101,9396,41.2,3131295,309,29,11020,5/27/14
33061026940000,20040,26381,70717,7,2970114,301,273,9851,10366,38,4602726,467,36,10189,5/27/14
33053053560000,21406,26658,83768,8,3518285,356,379,9863,8784,55,3533940,358,26,11543,5/27/14
33105032500000,19612,26691,73691,7,3095022,310,332,9976,7658,30.6,5683901,569,30,9636,5/27/14
33053052430000,21390,26301,74523,7,3129966,315,309,9905,9090,35.1,3210500,324,32,11485,5/27/14
33061024920000,20042,25295,38064,4,1598688,170,275,9362,8017,30.5,2498981,266,34,10680,5/26/14
33053049320000,20775,25380,74035,7,3109470,334,310,9305,8721,40,3296415,354,30,11470,5/26/14
33061029560000,15343,27618,28072,6,1179024,256,255,4599,6737,42.4,2525597,549,18,10744,5/26/14
33089007980000,20560,25996,61515,6,2583630,260,198,9905,8926,41.4,2769746,279,50,10655,5/26/14
33089007990000,21096,25997,71302,6,2994684,286,208,10446,8767,41.2,2687123,257,50,10650,5/26/14
33053054410000,23397,26889,114736,9,4818912,402,260,11982,8980,40.7,4795890,400,46,11415,5/26/14
33053056230000,20943,27506,57494,5,2414748,250,300,9631,8195,30,3600080,373,32,11312,5/26/14
33025024460000,20055,27523,63435,7,2664270,303,274,8778,8520,40.6,1919704,218,32,11277,5/26/14
33061028410000,19506,27097,43753,4,1837626,201,268,9136,8000,30.7,2769553,303,34,10370,5/26/14
33025022100000,20951,25989,134595,14,5652990,618,294,9141,9629,80.3,4773293,522,31,11810,5/26/14
33105033970000,19315,27545,184853,19,7763826,830,311,9350,8041,82,3448266,368,30,9965,5/26/14
33061029760000,14274,27684,94989,27,3989538,1143,205,3489,7331,62.4,2456156,703,17,10785,5/25/14
33025022090000,19802,25988,181721,21,7632282,898,197,8498,10077,80.3,8454755,994,43,11304,5/25/14
33007018190000,20835,27583,61839,6,2597238,269,321,9647,8477,32,2770739,287,30,11188,5/25/14
33053050230000,21440,25694,32639,3,1370838,131,347,10420,8342,32.3,1676848,160,30,11020,5/25/14
33053055790000,20513,27377,106410,11,4469220,483,297,9237,8168,31.5,3759754,407,31,11276,5/25/14
33053055800000,20408,27378,106410,11,4469220,485,296,9200,8170,29.7,3759754,408,31,11208,5/25/14
33053052440000,21376,26302,72935,7,3063270,308,310,9930,8184,31.8,3466220,349,32,11446,5/24/14
33025023420000,20701,26879,75554,7,3173268,330,320,9611,8583,37,4350800,452,30,11090,5/24/14
33053055380000,20718,27204,81598,8,3427116,370,308,9256,9163,37,3546562,383,30,11462,5/24/14
33053050430000,21590,25776,77827,7,3268734,322,338,10142,9100,40.2,498184,49,30,11448,5/24/14
33009023740000,7206,28210,4021,1,168885,44,134,3756,6527,3.5,246917,65,28,3450,5/24/14
33053050440000,20682,25777,74445,8,3126690,337,319,9260,9378,41.6,3689180,398,29,11422,5/24/14
33053050360000,21396,25753,235084,23,9873528,980,324,10066,9471,82.8,5938848,589,31,11330,5/23/14
33053044530000,21493,23996,219678,21,9226476,909,327,10150,8972,82.8,5986934,589,31,11343,5/23/14
33053051580000,20363,26070,52401,5,2200842,240,305,9166,8280,41,3502760,382,30,11197,5/23/14
33053050210000,21240,25692,30346,3,1274532,128,342,9918,8092,30.7,1620806,163,29,11322,5/23/14
33025022170000,21010,26062,62665,6,2631930,272,321,9659,8557,30.1,2091440,216,30,11351,5/23/14
33053053570000,21455,26659,80030,8,3361277,336,384,9990,8958,48.3,3497360,350,26,11465,5/23/14
33053054420000,23584,26890,85263,6,3581046,273,284,13106,9022,40,4772603,364,46,10478,5/23/14
33105034040000,14595,27635,9734,9,408828,408,125,1002,8778,59.4,576437,575,8,13593,5/23/14
33061024910000,20295,25294,38786,4,1629012,169,274,9613,8148,30.3,2622597,272,35,10682,5/23/14
33061028350000,19540,27080,84404,8,3544968,373,296,9498,8200,45,5800000,610,32,10042,5/23/14
33053051060000,14436,25892,40657,10,1707594,449,292,3802,7679,43,2854800,750,13,10634,5/22/14
